Carregando dados de treinamento...
Carregando dados de validação...
Features no treinamento: 20
Amostras de treinamento: 2488
Features na validação:   20
Amostras de validação:   339

[Run 1/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 182/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 183/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 184/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 185/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 186/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 187/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 188/1000] Treinando... F1-base = 74.6667% | Acc = 88.7906%
[Run 189/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 190/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 191/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 192/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 193/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 194/1000] Treinando... F1-base = 77.1242% | Acc = 89.6755%
[Run 195/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 196/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 197/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 198/1000] Treinando... F1-base = 78.4314% | Acc = 90.2655%
[Run 199/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 200/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 201/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 202/1000] Treinando... F1-base = 75.3425% | Acc = 89.3805%
[Run 203/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 204/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 205/1000] Treinando... F1-base = 74.3243% | Acc = 88.7906%
[Run 206/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 207/1000] Treinando... F1-base = 75.3425% | Acc = 89.3805%
[Run 208/1000] Treinando... F1-base = 77.551% | Acc = 90.2655%
[Run 209/1000] Treinando... F1-base = 78.6667% | Acc = 90.5605%
[Run 210/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 211/1000] Treinando... F1-base = 74.8299% | Acc = 89.0855%
[Run 212/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 213/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 214/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 215/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 216/1000] Treinando... F1-base = 74.6667% | Acc = 88.7906%
[Run 217/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 218/1000] Treinando... F1-base = 75% | Acc = 89.3805%
[Run 219/1000] Treinando... F1-base = 74.3243% | Acc = 88.7906%
[Run 220/1000] Treinando... F1-base = 73.8255% | Acc = 88.4956%
[Run 221/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 222/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 223/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 224/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 225/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 226/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 227/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 228/1000] Treinando... F1-base = 78.6667% | Acc = 90.5605%
[Run 229/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 230/1000] Treinando... F1-base = 77.551% | Acc = 90.2655%
[Run 231/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 232/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 233/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 234/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 235/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 236/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 237/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 238/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 239/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 240/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 241/1000] Treinando... F1-base = 78.6667% | Acc = 90.5605%
[Run 242/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 243/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 244/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 245/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 246/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 247/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 248/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 249/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 250/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 251/1000] Treinando... F1-base = 78.6667% | Acc = 90.5605%
[Run 252/1000] Treinando... F1-base = 78.3784% | Acc = 90.5605%
[Run 253/1000] Treinando... F1-base = 74.6667% | Acc = 88.7906%
[Run 254/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 255/1000] Treinando... F1-base = 74.8299% | Acc = 89.0855%
[Run 256/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 257/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 258/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 259/1000] Treinando... F1-base = 76.7123% | Acc = 89.9705%
[Run 260/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 261/1000] Treinando... F1-base = 73.8255% | Acc = 88.4956%
[Run 262/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 263/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 264/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 265/1000] Treinando... F1-base = 78.0822% | Acc = 90.5605%
[Run 266/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 267/1000] Treinando... F1-base = 78.0822% | Acc = 90.5605%
[Run 268/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 269/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 270/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 271/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 272/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 273/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 274/1000] Treinando... F1-base = 75.5245% | Acc = 89.6755%
[Run 275/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 276/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 277/1000] Treinando... F1-base = 77.551% | Acc = 90.2655%
[Run 278/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 279/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 280/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 281/1000] Treinando... F1-base = 77.551% | Acc = 90.2655%
[Run 282/1000] Treinando... F1-base = 79.1946% | Acc = 90.8555%
[Run 283/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 284/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 285/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 286/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 287/1000] Treinando... F1-base = 79.7297% | Acc = 91.1504%
[Run 288/1000] Treinando... F1-base = 74.3243% | Acc = 88.7906%
[Run 289/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 290/1000] Treinando... F1-base = 78.6667% | Acc = 90.5605%
[Run 291/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 292/1000] Treinando... F1-base = 79.4702% | Acc = 90.8555%
[Run 293/1000] Treinando... F1-base = 73.8255% | Acc = 88.4956%
[Run 294/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 295/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 296/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 297/1000] Treinando... F1-base = 74.8299% | Acc = 89.0855%
[Run 298/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 299/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 300/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 301/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 302/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 303/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 304/1000] Treinando... F1-base = 74.8299% | Acc = 89.0855%
[Run 305/1000] Treinando... F1-base = 77.551% | Acc = 90.2655%
[Run 306/1000] Treinando... F1-base = 75.3425% | Acc = 89.3805%
[Run 307/1000] Treinando... F1-base = 75.4967% | Acc = 89.0855%
[Run 308/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 309/1000] Treinando... F1-base = 75.3425% | Acc = 89.3805%
[Run 310/1000] Treinando... F1-base = 75.8621% | Acc = 89.6755%
[Run 311/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 312/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 313/1000] Treinando... F1-base = 74.4828% | Acc = 89.0855%
[Run 314/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 315/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 316/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 317/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 318/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 319/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 320/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 321/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 322/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 323/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 324/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 325/1000] Treinando... F1-base = 74.8299% | Acc = 89.0855%
[Run 326/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 327/1000] Treinando... F1-base = 76.3158% | Acc = 89.3805%
[Run 328/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 329/1000] Treinando... F1-base = 78.3784% | Acc = 90.5605%
[Run 330/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 331/1000] Treinando... F1-base = 74.8299% | Acc = 89.0855%
[Run 332/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 333/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 334/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 335/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 336/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 337/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 338/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 339/1000] Treinando... F1-base = 78.9474% | Acc = 90.5605%
[Run 340/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 341/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 342/1000] Treinando... F1-base = 72.973% | Acc = 88.2006%
[Run 343/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 344/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 345/1000] Treinando... F1-base = 78.9474% | Acc = 90.5605%
[Run 346/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 347/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 348/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 349/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 350/1000] Treinando... F1-base = 76% | Acc = 89.3805%
[Run 351/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 352/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 353/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 354/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 355/1000] Treinando... F1-base = 78.3784% | Acc = 90.5605%
[Run 356/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 357/1000] Treinando... F1-base = 74.8299% | Acc = 89.0855%
[Run 358/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 359/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 360/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 361/1000] Treinando... F1-base = 75.1678% | Acc = 89.0855%
[Run 362/1000] Treinando... F1-base = 76.1905% | Acc = 89.6755%
[Run 363/1000] Treinando... F1-base = 77.551% | Acc = 90.2655%
[Run 364/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 365/1000] Treinando... F1-base = 74.8299% | Acc = 89.0855%
[Run 366/1000] Treinando... F1-base = 76.5101% | Acc = 89.6755%
[Run 367/1000] Treinando... F1-base = 78.1457% | Acc = 90.2655%
[Run 368/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
[Run 369/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 370/1000] Treinando... F1-base = 77.8523% | Acc = 90.2655%
[Run 371/1000] Treinando... F1-base = 77.3333% | Acc = 89.9705%
[Run 372/1000] Treinando... F1-base = 77.027% | Acc = 89.9705%
[Run 373/1000] Treinando... F1-base = 74.8299% | Acc = 89.0855%
[Run 374/1000] Treinando... F1-base = 76.8212% | Acc = 89.6755%
[Run 375/1000] Treinando... F1-base = 77.6316% | Acc = 89.9705%
[Run 376/1000] Treinando... F1-base = 75.6757% | Acc = 89.3805%
