Carregando dados de treinamento...
Carregando dados de validação...
Features no treinamento: 20
Amostras de treinamento: 3554
Features na validação:   20
Amostras de validação:   339

[Run 1/1000] Treinando... F1-base = 72.5% | Acc = 87.0206%
[Run 81/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 82/1000] Treinando... F1-base = 73.6196% | Acc = 87.3156%
[Run 83/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 84/1000] Treinando... F1-base = 72.8395% | Acc = 87.0206%
[Run 85/1000] Treinando... F1-base = 74.5342% | Acc = 87.9056%
[Run 86/1000] Treinando... F1-base = 75.4717% | Acc = 88.4956%
[Run 87/1000] Treinando... F1-base = 73.5484% | Acc = 87.9056%
[Run 88/1000] Treinando... F1-base = 71.6049% | Acc = 86.4307%
[Run 89/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 90/1000] Treinando... F1-base = 73.8854% | Acc = 87.9056%
[Run 91/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 92/1000] Treinando... F1-base = 72.1519% | Acc = 87.0206%
[Run 93/1000] Treinando... F1-base = 74.8387% | Acc = 88.4956%
[Run 94/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 95/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 96/1000] Treinando... F1-base = 74.5342% | Acc = 87.9056%
[Run 97/1000] Treinando... F1-base = 70.8861% | Acc = 86.4307%
[Run 98/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 99/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 100/1000] Treinando... F1-base = 73.8854% | Acc = 87.9056%
[Run 101/1000] Treinando... F1-base = 73.0769% | Acc = 87.6106%
[Run 102/1000] Treinando... F1-base = 75.641% | Acc = 88.7906%
[Run 103/1000] Treinando... F1-base = 75% | Acc = 88.2006%
[Run 104/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 105/1000] Treinando... F1-base = 73.8854% | Acc = 87.9056%
[Run 106/1000] Treinando... F1-base = 72.0497% | Acc = 86.7257%
[Run 107/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 108/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 109/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 110/1000] Treinando... F1-base = 75% | Acc = 88.2006%
[Run 111/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 112/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 113/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 114/1000] Treinando... F1-base = 72.1519% | Acc = 87.0206%
[Run 115/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 116/1000] Treinando... F1-base = 75.4717% | Acc = 88.4956%
[Run 117/1000] Treinando... F1-base = 74.026% | Acc = 88.2006%
[Run 118/1000] Treinando... F1-base = 70.8861% | Acc = 86.4307%
[Run 119/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 120/1000] Treinando... F1-base = 74.026% | Acc = 88.2006%
[Run 121/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 122/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 123/1000] Treinando... F1-base = 75.1592% | Acc = 88.4956%
[Run 124/1000] Treinando... F1-base = 74.5342% | Acc = 87.9056%
[Run 125/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 126/1000] Treinando... F1-base = 74.3902% | Acc = 87.6106%
[Run 127/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 128/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 129/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 130/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 131/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 132/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 133/1000] Treinando... F1-base = 72.3926% | Acc = 86.7257%
[Run 134/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 135/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 136/1000] Treinando... F1-base = 74.359% | Acc = 88.2006%
[Run 137/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 138/1000] Treinando... F1-base = 76.25% | Acc = 88.7906%
[Run 139/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 140/1000] Treinando... F1-base = 74.0741% | Acc = 87.6106%
[Run 141/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 142/1000] Treinando... F1-base = 75.9494% | Acc = 88.7906%
[Run 143/1000] Treinando... F1-base = 73.2919% | Acc = 87.3156%
[Run 144/1000] Treinando... F1-base = 76.4331% | Acc = 89.0855%
[Run 145/1000] Treinando... F1-base = 75% | Acc = 88.2006%
[Run 146/1000] Treinando... F1-base = 72.3926% | Acc = 86.7257%
[Run 147/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 148/1000] Treinando... F1-base = 72.8395% | Acc = 87.0206%
[Run 149/1000] Treinando... F1-base = 72.1519% | Acc = 87.0206%
[Run 150/1000] Treinando... F1-base = 72.0497% | Acc = 86.7257%
[Run 151/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 152/1000] Treinando... F1-base = 73.6196% | Acc = 87.3156%
[Run 153/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 154/1000] Treinando... F1-base = 75.1592% | Acc = 88.4956%
[Run 155/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 156/1000] Treinando... F1-base = 72.5% | Acc = 87.0206%
[Run 157/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 158/1000] Treinando... F1-base = 73.8854% | Acc = 87.9056%
[Run 159/1000] Treinando... F1-base = 75.641% | Acc = 88.7906%
[Run 160/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 161/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 162/1000] Treinando... F1-base = 73.2919% | Acc = 87.3156%
[Run 163/1000] Treinando... F1-base = 74.8387% | Acc = 88.4956%
[Run 164/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 165/1000] Treinando... F1-base = 72.1519% | Acc = 87.0206%
[Run 166/1000] Treinando... F1-base = 73.2919% | Acc = 87.3156%
[Run 167/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 168/1000] Treinando... F1-base = 73.2919% | Acc = 87.3156%
[Run 169/1000] Treinando... F1-base = 75.9494% | Acc = 88.7906%
[Run 170/1000] Treinando... F1-base = 72.8395% | Acc = 87.0206%
[Run 171/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 172/1000] Treinando... F1-base = 71.0526% | Acc = 87.0206%
[Run 173/1000] Treinando... F1-base = 75.1592% | Acc = 88.4956%
[Run 174/1000] Treinando... F1-base = 74.8387% | Acc = 88.4956%
[Run 175/1000] Treinando... F1-base = 70.5128% | Acc = 86.4307%
[Run 176/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 177/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 178/1000] Treinando... F1-base = 73.1707% | Acc = 87.0206%
[Run 179/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 180/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 181/1000] Treinando... F1-base = 72.5% | Acc = 87.0206%
[Run 182/1000] Treinando... F1-base = 73.5484% | Acc = 87.9056%
[Run 183/1000] Treinando... F1-base = 74.0741% | Acc = 87.6106%
[Run 184/1000] Treinando... F1-base = 76.4331% | Acc = 89.0855%
[Run 185/1000] Treinando... F1-base = 73.1707% | Acc = 87.0206%
[Run 186/1000] Treinando... F1-base = 75.1592% | Acc = 88.4956%
[Run 187/1000] Treinando... F1-base = 76.7296% | Acc = 89.0855%
[Run 188/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 189/1000] Treinando... F1-base = 75.9494% | Acc = 88.7906%
[Run 190/1000] Treinando... F1-base = 72.8395% | Acc = 87.0206%
[Run 191/1000] Treinando... F1-base = 75% | Acc = 88.2006%
[Run 192/1000] Treinando... F1-base = 75.9494% | Acc = 88.7906%
[Run 193/1000] Treinando... F1-base = 74.359% | Acc = 88.2006%
[Run 194/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 195/1000] Treinando... F1-base = 73.2919% | Acc = 87.3156%
[Run 196/1000] Treinando... F1-base = 74.5342% | Acc = 87.9056%
[Run 197/1000] Treinando... F1-base = 72.8395% | Acc = 87.0206%
[Run 198/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 199/1000] Treinando... F1-base = 75.641% | Acc = 88.7906%
[Run 200/1000] Treinando... F1-base = 72.5% | Acc = 87.0206%
[Run 201/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 202/1000] Treinando... F1-base = 75.9494% | Acc = 88.7906%
[Run 203/1000] Treinando... F1-base = 75.641% | Acc = 88.7906%
[Run 204/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 205/1000] Treinando... F1-base = 73.8854% | Acc = 87.9056%
[Run 206/1000] Treinando... F1-base = 74.359% | Acc = 88.2006%
[Run 207/1000] Treinando... F1-base = 75.9494% | Acc = 88.7906%
[Run 208/1000] Treinando... F1-base = 72.0497% | Acc = 86.7257%
[Run 209/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 210/1000] Treinando... F1-base = 72.8395% | Acc = 87.0206%
[Run 211/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 212/1000] Treinando... F1-base = 74.0741% | Acc = 87.6106%
[Run 213/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 214/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 215/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 216/1000] Treinando... F1-base = 75.641% | Acc = 88.7906%
[Run 217/1000] Treinando... F1-base = 75.9494% | Acc = 88.7906%
[Run 218/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 219/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 220/1000] Treinando... F1-base = 74.8387% | Acc = 88.4956%
[Run 221/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 222/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 223/1000] Treinando... F1-base = 74.8387% | Acc = 88.4956%
[Run 224/1000] Treinando... F1-base = 74.359% | Acc = 88.2006%
[Run 225/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 226/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 227/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 228/1000] Treinando... F1-base = 75.9494% | Acc = 88.7906%
[Run 229/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 230/1000] Treinando... F1-base = 73.2919% | Acc = 87.3156%
[Run 231/1000] Treinando... F1-base = 73.2919% | Acc = 87.3156%
[Run 232/1000] Treinando... F1-base = 72.0497% | Acc = 86.7257%
[Run 233/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 234/1000] Treinando... F1-base = 72.3926% | Acc = 86.7257%
[Run 235/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 236/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 237/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 238/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 239/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 240/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 241/1000] Treinando... F1-base = 75.4717% | Acc = 88.4956%
[Run 242/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 243/1000] Treinando... F1-base = 72.1519% | Acc = 87.0206%
[Run 244/1000] Treinando... F1-base = 72.1519% | Acc = 87.0206%
[Run 245/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 246/1000] Treinando... F1-base = 74.359% | Acc = 88.2006%
[Run 247/1000] Treinando... F1-base = 75.4717% | Acc = 88.4956%
[Run 248/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 249/1000] Treinando... F1-base = 74.8466% | Acc = 87.9056%
[Run 250/1000] Treinando... F1-base = 71.6981% | Acc = 86.7257%
[Run 251/1000] Treinando... F1-base = 73.2919% | Acc = 87.3156%
[Run 252/1000] Treinando... F1-base = 75.4717% | Acc = 88.4956%
[Run 253/1000] Treinando... F1-base = 75% | Acc = 88.2006%
[Run 254/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 255/1000] Treinando... F1-base = 73.2919% | Acc = 87.3156%
[Run 256/1000] Treinando... F1-base = 73.8854% | Acc = 87.9056%
[Run 257/1000] Treinando... F1-base = 72.1519% | Acc = 87.0206%
[Run 258/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 259/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 260/1000] Treinando... F1-base = 72.1519% | Acc = 87.0206%
[Run 261/1000] Treinando... F1-base = 75.641% | Acc = 88.7906%
[Run 262/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 263/1000] Treinando... F1-base = 73.2919% | Acc = 87.3156%
[Run 264/1000] Treinando... F1-base = 76.4331% | Acc = 89.0855%
[Run 265/1000] Treinando... F1-base = 72.2581% | Acc = 87.3156%
[Run 266/1000] Treinando... F1-base = 72.8395% | Acc = 87.0206%
[Run 267/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 268/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 269/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 270/1000] Treinando... F1-base = 73.0769% | Acc = 87.6106%
[Run 271/1000] Treinando... F1-base = 73.8854% | Acc = 87.9056%
[Run 272/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 273/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 274/1000] Treinando... F1-base = 73.8854% | Acc = 87.9056%
[Run 275/1000] Treinando... F1-base = 75.4717% | Acc = 88.4956%
[Run 276/1000] Treinando... F1-base = 71.25% | Acc = 86.4307%
[Run 277/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 278/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 279/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 280/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 281/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 282/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 283/1000] Treinando... F1-base = 73.6196% | Acc = 87.3156%
[Run 284/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 285/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 286/1000] Treinando... F1-base = 72.1519% | Acc = 87.0206%
[Run 287/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 288/1000] Treinando... F1-base = 71.7949% | Acc = 87.0206%
[Run 289/1000] Treinando... F1-base = 75.1592% | Acc = 88.4956%
[Run 290/1000] Treinando... F1-base = 75.7764% | Acc = 88.4956%
[Run 291/1000] Treinando... F1-base = 71.3376% | Acc = 86.7257%
[Run 292/1000] Treinando... F1-base = 75.3086% | Acc = 88.2006%
[Run 293/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 294/1000] Treinando... F1-base = 71.6049% | Acc = 86.4307%
[Run 295/1000] Treinando... F1-base = 75.9494% | Acc = 88.7906%
[Run 296/1000] Treinando... F1-base = 72.5% | Acc = 87.0206%
[Run 297/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 298/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 299/1000] Treinando... F1-base = 72.8395% | Acc = 87.0206%
[Run 300/1000] Treinando... F1-base = 74.0741% | Acc = 87.6106%
[Run 301/1000] Treinando... F1-base = 73.9394% | Acc = 87.3156%
[Run 302/1000] Treinando... F1-base = 71.6981% | Acc = 86.7257%
[Run 303/1000] Treinando... F1-base = 72.5% | Acc = 87.0206%
[Run 304/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 305/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 306/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 307/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 308/1000] Treinando... F1-base = 74.0741% | Acc = 87.6106%
[Run 309/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 310/1000] Treinando... F1-base = 74.359% | Acc = 88.2006%
[Run 311/1000] Treinando... F1-base = 75.9494% | Acc = 88.7906%
[Run 312/1000] Treinando... F1-base = 72.5% | Acc = 87.0206%
[Run 313/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 314/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 315/1000] Treinando... F1-base = 72.1519% | Acc = 87.0206%
[Run 316/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 317/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 318/1000] Treinando... F1-base = 74.8387% | Acc = 88.4956%
[Run 319/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 320/1000] Treinando... F1-base = 76.9231% | Acc = 89.3805%
[Run 321/1000] Treinando... F1-base = 75.817% | Acc = 89.0855%
[Run 322/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 323/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 324/1000] Treinando... F1-base = 75.1592% | Acc = 88.4956%
[Run 325/1000] Treinando... F1-base = 71.6981% | Acc = 86.7257%
[Run 326/1000] Treinando... F1-base = 74.5342% | Acc = 87.9056%
[Run 327/1000] Treinando... F1-base = 75.9494% | Acc = 88.7906%
[Run 328/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 329/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 330/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 331/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 332/1000] Treinando... F1-base = 73.6196% | Acc = 87.3156%
[Run 333/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 334/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 335/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 336/1000] Treinando... F1-base = 72.3926% | Acc = 86.7257%
[Run 337/1000] Treinando... F1-base = 77.0186% | Acc = 89.0855%
[Run 338/1000] Treinando... F1-base = 75.4717% | Acc = 88.4956%
[Run 339/1000] Treinando... F1-base = 73.0769% | Acc = 87.6106%
[Run 340/1000] Treinando... F1-base = 76.25% | Acc = 88.7906%
[Run 341/1000] Treinando... F1-base = 73.5484% | Acc = 87.9056%
[Run 342/1000] Treinando... F1-base = 75.1592% | Acc = 88.4956%
[Run 343/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 344/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 345/1000] Treinando... F1-base = 71.6981% | Acc = 86.7257%
[Run 346/1000] Treinando... F1-base = 74.359% | Acc = 88.2006%
[Run 347/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 348/1000] Treinando... F1-base = 72.0497% | Acc = 86.7257%
[Run 349/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 350/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 351/1000] Treinando... F1-base = 74.5342% | Acc = 87.9056%
[Run 352/1000] Treinando... F1-base = 72.5% | Acc = 87.0206%
[Run 353/1000] Treinando... F1-base = 72.1519% | Acc = 87.0206%
[Run 354/1000] Treinando... F1-base = 72.5% | Acc = 87.0206%
[Run 355/1000] Treinando... F1-base = 74.0741% | Acc = 87.6106%
[Run 356/1000] Treinando... F1-base = 75% | Acc = 88.2006%
[Run 357/1000] Treinando... F1-base = 75.1592% | Acc = 88.4956%
[Run 358/1000] Treinando... F1-base = 74.6835% | Acc = 88.2006%
[Run 359/1000] Treinando... F1-base = 72.5% | Acc = 87.0206%
[Run 360/1000] Treinando... F1-base = 75.1592% | Acc = 88.4956%
[Run 361/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 362/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 363/1000] Treinando... F1-base = 75% | Acc = 88.2006%
[Run 364/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 365/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 366/1000] Treinando... F1-base = 73.75% | Acc = 87.6106%
[Run 367/1000] Treinando... F1-base = 72.6115% | Acc = 87.3156%
[Run 368/1000] Treinando... F1-base = 72.5% | Acc = 87.0206%
[Run 369/1000] Treinando... F1-base = 73.4177% | Acc = 87.6106%
[Run 370/1000] Treinando... F1-base = 72.956% | Acc = 87.3156%
[Run 371/1000] Treinando... F1-base = 75.641% | Acc = 88.7906%
[Run 372/1000] Treinando... F1-base = 74.2138% | Acc = 87.9056%
[Run 373/1000] Treinando... F1-base = 75.1592% | Acc = 88.4956%
[Run 374/1000] Treinando... F1-base = 75.3086% | Acc = 88.2006%
[Run 375/1000] Treinando... F1-base = 73.2919% | Acc = 87.3156%
[Run 376/1000] Treinando... F1-base = 76.25% | Acc = 88.7906%
[Run 377/1000] Treinando... F1-base = 71.6981% | Acc = 86.7257%
