Date_x,Date_y,MinTemp,MaxTemp,RainFall,Evaporation,Sunshine,WindGustDir_x,WindGustDir_y,WindGustSpeed,WindDir9am_x,WindDir9am_y,WindDir3pm_x,WindDir3pm_y,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
0.823923,0.566702,22,30.4,0,9.2,11.8,6.12323e-17,1,33,-0.707107,0.707107,-0.382683,0.92388,11,19,60,55,1009,1007.3,7,3,28.1,30,0
0.814046,0.5808,21.9,31.1,0,9,12.1,6.12323e-17,1,33,-0.707107,0.707107,6.12323e-17,1,11,19,60,53,1011.4,1010.6,7,2,27.3,29.5,0
0.803928,0.594727,22.1,30.8,0,9,9,0.382683,0.92388,31,6.12323e-17,1,-0.382683,0.92388,17,17,55,47,1014.4,1012.5,4,2,28.3,29.7,0
0.793572,0.608477,20.2,30.8,0,8.4,12.2,0.382683,0.92388,50,-1,1.22465e-16,0.382683,0.92388,7,11,62,50,1012.6,1009.4,6,2,27.1,30.3,0
0.78298,0.622047,20.5,36.1,0,7.4,12,-0.382683,-0.92388,31,-1.83697e-16,-1,0.92388,0.382683,7,13,60,50,1010,1006.5,0,1,27.8,33.1,0
0.772157,0.635432,24.4,32.3,0,7.2,7.5,0.382683,0.92388,28,6.12323e-17,1,0.707107,0.707107,4,11,66,61,1011,1007.3,7,7,28.5,29.9,0
0.761104,0.64863,23.3,31.5,1.4,8,9.7,-1,1.22465e-16,30,0.707107,0.707107,6.12323e-17,1,9,17,64,52,1005.8,1004.7,7,7,27.5,30.7,1
0.749826,0.661635,21.7,28,0,6.8,3.3,-0.92388,0.382683,31,-0.92388,0.382683,6.12323e-17,1,13,9,62,82,1012.2,1011.6,7,7,25.5,24.3,0
0.738326,0.674444,20.6,23.5,23.8,8,0,-0.92388,0.382683,48,-0.92388,0.382683,-0.707107,0.707107,9,7,91,91,1016.7,1014.9,8,8,21.8,21.8,1
0.726608,0.687053,20.1,25.6,36.8,1.6,0.1,-1,1.22465e-16,35,-0.707107,0.707107,-0.92388,-0.382683,13,6,91,73,1011.5,1007.4,8,8,21.5,25.2,1
0.714673,0.699458,20.8,31.8,2,1.2,11.4,-0.92388,-0.382683,24,-0.382683,-0.92388,0.92388,0.382683,11,9,62,54,1007,1004.8,2,5,25.5,29.5,1
0.702527,0.711657,21.1,30.8,0,5.8,9.3,-0.382683,0.92388,30,-1,1.22465e-16,6.12323e-17,1,11,15,59,56,1009.7,1006.8,2,7,26.7,28.9,0
0.690173,0.723644,21.6,28.4,0,6.4,2.3,0.707107,0.707107,30,-1,1.22465e-16,6.12323e-17,1,6,11,65,73,1009.5,1008.1,7,8,26.7,25.6,0
0.677615,0.735417,22.3,27.8,17.4,3.2,2.5,6.12323e-17,1,26,-0.92388,0.382683,-0.707107,0.707107,7,9,76,70,1008.1,1004.9,7,7,26.1,27.5,1
0.664855,0.746972,21.7,31.6,2.2,2,10.3,-1.83697e-16,-1,31,-0.707107,0.707107,0.382683,0.92388,7,13,72,62,1009.4,1006.1,4,2,27.2,31.1,1
0.651899,0.758306,23.6,32.5,3.4,7.6,5,-1.83697e-16,-1,33,-0.707107,-0.707107,6.12323e-17,1,4,13,76,68,1011.1,1008.2,7,6,26.5,29.7,1
0.638749,0.769415,20.9,28.7,35.2,6.2,1.9,-1.83697e-16,-1,28,-0.707107,-0.707107,0.382683,0.92388,6,9,87,72,1011.7,1009.3,7,7,23.1,27.7,1
0.611886,0.790946,20.8,29.7,0,6.8,11.3,0.382683,0.92388,31,-0.382683,0.92388,6.12323e-17,1,11,19,65,53,1016.6,1015.1,3,1,27,28.7,0
0.598181,0.801361,19.8,29.8,0,8,10.8,0.382683,0.92388,28,-1.83697e-16,-1,0.707107,0.707107,2,15,61,55,1016.9,1015.3,1,2,27.4,28.7,0
0.584298,0.811539,20.4,27.9,0,7,1.5,0.707107,0.707107,22,-1.83697e-16,-1,0.382683,0.92388,6,11,70,64,1016.8,1014,7,7,25.3,26.7,0
0.570242,0.821477,20.9,30.3,0,3.6,10.1,-0.707107,0.707107,43,-0.92388,0.382683,-0.707107,0.707107,13,20,59,55,1015.2,1012.9,3,3,27.3,27.8,0
0.556017,0.831171,19.9,30.1,0,7.2,11.9,-0.382683,0.92388,44,-1,1.22465e-16,6.12323e-17,1,11,15,51,51,1015.2,1011.8,1,3,25.3,27.9,0
0.541628,0.840618,19.2,32.2,0,7.4,11.8,0.92388,0.382683,26,-0.707107,-0.707107,0.707107,0.707107,7,9,56,45,1012.9,1009.4,2,3,25.3,30.8,0
0.527078,0.849817,20,33.8,0,6.8,9.2,6.12323e-17,1,22,-1,1.22465e-16,0.92388,0.382683,6,9,63,53,1011.4,1008.1,0,7,27.4,31.7,0
0.512371,0.858764,23,32.2,0,5.8,10,6.12323e-17,1,28,-0.707107,-0.707107,0.382683,0.92388,6,13,57,55,1014,1012,6,6,28.9,29.8,0
0.497513,0.867456,24,30.5,0.2,6,9.8,0.382683,0.92388,24,6.12323e-17,1,0.707107,0.707107,7,13,72,58,1017,1014,6,3,27.8,30.1,0
0.482508,0.875892,23.3,31.1,0.2,4.8,10.6,0.382683,0.92388,30,0.707107,0.707107,0.707107,0.707107,11,13,59,56,1014.6,1010,5,3,29,30,0
0.467359,0.884068,20.5,31.5,0,7.8,10.7,-0.382683,-0.92388,39,-0.382683,-0.92388,-0.382683,-0.92388,15,7,32,22,1010.4,1007,1,1,24.5,31.3,0
0.452072,0.891981,20.4,28.8,0,9,9.8,0.382683,0.92388,26,-0.92388,0.382683,0.382683,0.92388,7,15,55,50,1013.2,1010.6,7,2,25,28.4,0
0.436651,0.899631,20.2,29.8,0,6.2,11.2,0.707107,0.707107,28,-1.83697e-16,-1,0.707107,0.707107,9,17,62,53,1014.8,1011.4,4,3,26.1,28.6,0
0.421101,0.907014,20.2,30.2,0,7,11.2,6.12323e-17,1,35,6.12323e-17,1,-0.382683,0.92388,15,19,60,54,1014.8,1012.9,4,5,27.1,27.9,0
0.405426,0.914128,20.7,26.4,0,9.8,0,-0.92388,0.382683,35,-0.707107,0.707107,-0.707107,0.707107,19,17,59,79,1016.1,1013.6,7,8,25.7,23.6,0
0.38963,0.920971,21.9,27.4,3.4,3.8,0.1,-0.707107,0.707107,50,-0.707107,0.707107,-0.707107,0.707107,17,20,70,61,1014.8,1013.5,8,8,25.8,25.8,1
0.37372,0.927542,20.6,25.8,4.4,6,2.9,-0.382683,0.92388,35,-0.92388,0.382683,-0.707107,0.707107,15,15,88,82,1017.4,1015.7,7,7,22.3,23,1
0.357698,0.933837,19.9,27.7,5.6,4.4,6.2,0.382683,0.92388,35,-0.382683,0.92388,-0.382683,0.92388,19,15,69,59,1019.8,1017.5,7,7,24.6,26.1,1
0.341571,0.939856,20.4,25.3,3,6.4,3.9,0.382683,0.92388,30,-0.382683,0.92388,6.12323e-17,1,7,15,75,80,1017.7,1016,6,7,24,22.9,1
0.325342,0.945596,19.2,28,6,3.2,9.2,0.382683,0.92388,24,-0.92388,-0.382683,0.707107,0.707107,7,11,73,60,1016.7,1013.1,5,4,24.1,27.4,1
0.309017,0.951057,19.8,29.6,3,5.6,10.8,0.707107,0.707107,24,-0.92388,0.382683,0.707107,0.707107,6,13,66,55,1014.8,1010.2,4,1,26.2,28.4,1
0.2926,0.956235,20.2,30.5,0,6.4,9.3,-0.92388,-0.382683,46,-1.83697e-16,-1,0.707107,0.707107,7,13,65,57,1012.5,1007.3,3,1,25.9,29.3,0
0.276097,0.96113,18.2,30.3,13.2,8.2,10,-0.382683,0.92388,24,-1.83697e-16,-1,0.382683,0.92388,9,13,72,58,1012.6,1009.8,1,2,23.9,28.3,1
0.259512,0.96574,21.1,28.8,0,4,6.3,-0.382683,0.92388,33,-0.707107,0.707107,6.12323e-17,1,9,17,68,59,1016.7,1014.4,7,8,25.7,27.1,0
0.24285,0.970064,21.2,26.9,0,6,0,-0.707107,0.707107,30,-1,1.22465e-16,-0.382683,0.92388,7,13,72,68,1016.9,1014.4,8,7,24.2,25.4,0
0.226116,0.9741,19.8,29.1,0,3.4,5,-0.707107,0.707107,33,6.12323e-17,1,-0.382683,0.92388,9,17,74,55,1015.8,1012.1,7,5,24.8,28.4,0
0.209315,0.977848,20.8,29.3,0.2,5.4,8.5,-0.92388,0.382683,35,-0.92388,0.382683,-0.707107,0.707107,13,20,68,48,1015,1012.1,6,2,25.4,27.9,0
0.192452,0.981306,19.3,28.6,0,6,10.8,-0.707107,0.707107,37,-1,1.22465e-16,-0.707107,0.707107,11,17,56,51,1015.2,1013,1,3,25.7,27.4,0
0.175531,0.984474,18.3,28.6,0,6.2,11,-0.92388,0.382683,30,-0.92388,-0.382683,-0.382683,0.92388,7,17,63,47,1017.2,1015.1,2,2,25.2,27,0
0.158559,0.987349,18.1,28.4,0,6.2,10.9,-0.707107,0.707107,31,-0.92388,0.382683,-0.707107,0.707107,9,15,59,45,1019.4,1017.1,1,2,25.4,27.6,0
0.14154,0.989932,18,28.5,0,8,9.1,6.12323e-17,1,31,-0.92388,0.382683,-0.382683,0.92388,9,13,55,49,1021.9,1019.6,2,5,24.6,27.8,0
0.124479,0.992222,17.7,28.6,0,5.8,11,6.12323e-17,1,30,-0.92388,-0.382683,-0.382683,0.92388,9,13,58,43,1021.9,1018.8,2,2,24.5,27.9,0
0.107381,0.994218,17.3,29.4,0,6.2,11,-0.382683,0.92388,30,-0.92388,-0.382683,6.12323e-17,1,7,17,62,44,1019.7,1016.8,1,1,24.2,28.6,0
0.0902516,0.995919,19.9,28.7,0,5.2,10.5,-0.92388,0.382683,46,-1,1.22465e-16,-0.707107,0.707107,11,22,61,48,1020.1,1017.7,3,3,25.4,27.5,0
0.0730951,0.997325,19,28.6,3.2,7.6,10.5,-0.707107,0.707107,43,-0.707107,0.707107,-0.382683,0.92388,13,22,63,49,1018.8,1015.8,1,3,24.7,27,1
0.055917,0.998435,20.1,27.2,2.2,7,6.8,-0.92388,0.382683,31,-0.382683,-0.92388,-0.707107,0.707107,9,11,81,84,1014.4,1011.7,7,6,22.5,22.7,1
0.0387223,0.99925,19.4,30,3,4,9.6,-0.382683,-0.92388,30,-1.83697e-16,-1,-1.83697e-16,-1,13,7,59,47,1009.7,1007.1,3,4,24.8,28,1
0.0215161,0.999769,19,30.5,0.2,4.4,10.7,6.12323e-17,1,28,-0.92388,0.382683,0.382683,0.92388,7,15,67,56,1012.9,1010.9,3,1,26.2,28.9,0
0.00430354,0.999991,21.1,24.8,13,4,0,-0.382683,0.92388,54,-0.92388,0.382683,-0.92388,0.382683,15,15,93,94,1015.6,1014.6,8,8,21.3,21.4,1
-0.0129103,0.999917,20.1,28.1,66.2,1.8,6.8,6.12323e-17,1,30,-0.382683,0.92388,0.382683,0.92388,7,15,83,67,1017.9,1015.1,6,5,24.7,26.9,1
-0.0301203,0.999546,21.9,28.1,41,4,4.5,-0.92388,0.382683,22,0.382683,0.92388,0.92388,0.382683,7,11,92,66,1017.2,1013.6,7,7,22.6,26.8,1
-0.0473214,0.99888,20.8,28.1,0.8,3.6,3.2,6.12323e-17,1,28,-0.92388,-0.382683,-0.382683,0.92388,7,11,73,75,1015.7,1012.2,7,7,24.9,25.4,0
-0.0645084,0.997917,21.4,29.2,1,2.2,7.5,-0.382683,0.92388,28,-0.92388,-0.382683,-0.382683,0.92388,9,11,72,65,1016,1013.1,7,7,23.8,26.5,0
-0.0816764,0.996659,20,25.7,1.2,2.8,0.9,-0.382683,0.92388,35,-1,1.22465e-16,-0.707107,0.707107,15,11,70,76,1019.8,1019,7,7,23.7,22.2,1
-0.0988201,0.995105,18.1,26.6,1.8,3.6,10.4,-0.92388,0.382683,39,-0.707107,0.707107,-0.382683,0.92388,9,19,57,47,1023.3,1020.6,2,4,23.8,24.8,1
-0.115935,0.993257,17,25.6,0,5.2,4.1,-0.707107,0.707107,30,-0.92388,0.382683,6.12323e-17,1,13,13,62,62,1022.6,1020.2,7,8,23.2,23.6,0
-0.133015,0.991114,17.7,25.8,5.6,3,6.8,-0.382683,0.92388,33,-0.92388,-0.382683,-0.382683,0.92388,7,11,73,80,1023.4,1021.5,7,7,22.7,21.4,1
-0.150055,0.988678,18.3,25.8,2.2,3.8,2.6,0.382683,0.92388,28,-0.707107,-0.707107,-0.707107,0.707107,4,7,74,78,1024.5,1022.9,7,8,22.6,23.2,1
-0.167052,0.985948,19.3,26.5,14.6,4.4,3.7,6.12323e-17,1,30,-1,1.22465e-16,0.382683,0.92388,7,13,90,67,1023.5,1020.7,8,7,21.1,24.9,1
-0.200891,0.979614,21.2,27.5,43.8,0.6,3.2,6.12323e-17,1,30,6.12323e-17,1,6.12323e-17,1,6,6,77,67,1014.9,1011.9,7,8,25.1,26.6,1
-0.217723,0.976011,20.3,30.7,0.4,1.6,9.7,6.12323e-17,1,28,-0.707107,-0.707107,-0.382683,-0.92388,11,9,74,45,1012.5,1009.2,3,3,25.3,30.2,0
-0.234491,0.972118,19.8,29.5,0,4,10.6,-0.382683,0.92388,22,-0.707107,-0.707107,6.12323e-17,1,9,13,68,41,1014.5,1011.5,1,2,23.9,27.6,0
-0.25119,0.967938,15.6,29.7,0,6.4,10.4,-0.707107,-0.707107,30,-0.92388,-0.382683,-0.707107,0.707107,6,11,64,34,1014.8,1011.5,4,2,22,28.8,0
-0.267814,0.963471,16.5,27.9,0.6,5,10.4,-0.382683,0.92388,24,-0.92388,-0.382683,-1,1.22465e-16,9,7,64,40,1016.3,1012.9,2,2,22.4,27.8,0
-0.284359,0.958718,16.7,27.2,0.2,4.6,10.6,-0.92388,0.382683,28,-0.382683,-0.92388,-0.92388,-0.382683,13,15,57,41,1014.1,1010.8,1,5,22.2,25.7,0
-0.30082,0.953681,18.6,27.3,0,3.6,10.2,-0.92388,-0.382683,31,-0.707107,-0.707107,-0.92388,-0.382683,11,13,54,41,1012.6,1010.1,1,6,22.6,26.9,0
-0.317191,0.948362,17.9,26.4,0,5.6,8.7,-0.92388,-0.382683,35,-0.707107,-0.707107,-0.92388,-0.382683,13,9,59,80,1014.9,1013.4,6,6,21.9,21.1,0
-0.333469,0.942761,16.5,27.2,1,4.2,9.8,-0.92388,0.382683,31,-0.92388,-0.382683,-0.92388,-0.382683,11,11,62,43,1017.9,1014.4,2,3,21.9,26.5,0
-0.349647,0.936881,17,26.9,0.2,3.6,10,-0.382683,-0.92388,28,-0.707107,-0.707107,-1,1.22465e-16,11,11,58,43,1017.8,1014.9,1,2,22,26.3,0
-0.365723,0.930724,14.7,27.2,0,1.4,9.5,0.92388,0.382683,46,-0.707107,-0.707107,0.707107,0.707107,7,13,64,49,1016.7,1011.5,1,1,20.6,25.3,0
-0.381689,0.924291,15.8,30.3,0,4,9.8,0.92388,-0.382683,28,0.707107,0.707107,0.92388,-0.382683,7,9,68,41,1011.7,1007.5,1,2,22.7,29.8,0
-0.397543,0.917584,17.9,28.9,0,4.8,10.7,0.382683,-0.92388,33,-1.83697e-16,-1,0.382683,-0.92388,15,17,40,28,1012.1,1008,1,1,25.1,28.4,0
-0.413279,0.910605,14.3,26.5,0,6.2,10.7,-1.83697e-16,-1,31,-0.707107,-0.707107,-1.83697e-16,-1,9,17,45,30,1016,1013.3,0,0,21.9,25.7,0
-0.428892,0.903356,12.6,26.1,0,6.4,10.8,-0.707107,-0.707107,20,-0.382683,-0.92388,-0.707107,0.707107,9,6,40,25,1020.7,1016.5,0,0,19.5,25.8,0
-0.444378,0.895839,12.1,25.5,0,3.4,9.5,6.12323e-17,1,20,-0.382683,-0.92388,0.382683,0.92388,11,11,59,40,1020.6,1016.5,5,3,17.6,24.4,0
-0.459733,0.888057,13.3,26.4,0,3.2,10.3,-0.707107,0.707107,43,-0.92388,-0.382683,-1.83697e-16,-1,9,15,64,29,1018,1014.6,1,1,19.7,25.8,0
-0.474951,0.880012,13.1,24.6,0,5,6.3,-0.382683,0.92388,26,-0.707107,-0.707107,-0.382683,0.92388,11,9,57,55,1022.6,1019.9,1,7,18.8,22.4,0
-0.490029,0.871706,15.6,24.8,0,4.2,9.7,0.382683,0.92388,26,-0.707107,-0.707107,-0.382683,0.92388,9,13,62,54,1024,1020.5,7,4,20.1,22.5,0
-0.504961,0.863142,14.2,24.8,0,4,7.7,0.382683,0.92388,31,-0.707107,-0.707107,-0.382683,0.92388,9,11,69,48,1024.3,1021.8,5,5,18.7,22.3,0
-0.519744,0.854322,14.9,24.9,0,3.2,9,6.12323e-17,1,31,-0.707107,-0.707107,-0.382683,0.92388,9,17,66,55,1025.6,1023.6,2,3,19.3,22.5,0
-0.534373,0.845249,13.4,24.4,0,3.6,9.5,-0.707107,0.707107,30,-0.92388,-0.382683,-0.382683,0.92388,11,19,66,45,1027.4,1024.2,3,2,19.4,22.5,0
-0.548843,0.835925,14,24.4,0,5,6.3,-0.707107,0.707107,35,-0.92388,-0.382683,-0.707107,0.707107,7,15,64,59,1025.8,1022,5,7,19.7,21.5,0
-0.563151,0.826354,16.6,24.4,1.4,3.6,4.4,-0.92388,0.382683,22,-0.92388,-0.382683,-0.382683,0.92388,9,7,69,63,1024.2,1020.5,7,7,19.8,22.1,1
-0.577292,0.816538,14.4,25.8,2.2,2.2,9.9,-0.92388,0.382683,24,-0.707107,-0.707107,6.12323e-17,1,9,13,73,45,1024.1,1020.9,1,4,20.2,24.4,1
-0.591261,0.80648,12.5,25.4,0.2,4,9.4,-1.83697e-16,-1,24,-0.707107,-0.707107,-0.707107,-0.707107,11,9,66,42,1022.6,1018.2,1,2,18.9,25.1,0
-0.605056,0.796183,12.4,25.4,0,3.6,10,-0.707107,-0.707107,50,-0.707107,-0.707107,-0.92388,0.382683,9,7,69,37,1020.3,1017.5,1,1,18.2,24.7,0
-0.618671,0.78565,14.1,23.6,0,4,10,6.12323e-17,1,35,-0.92388,-0.382683,-0.382683,0.92388,7,15,62,46,1021.9,1018.9,1,2,19.7,22.5,0
-0.632103,0.774884,13.8,21.5,0,4.4,1.3,-0.92388,-0.382683,17,-0.707107,-0.707107,0.92388,-0.382683,9,2,73,59,1020.8,1017.3,7,7,16.6,20.9,0
-0.645348,0.763889,12,24.3,0,1.4,9.2,0.92388,-0.382683,24,-0.707107,-0.707107,-1.83697e-16,-1,9,7,75,37,1018.5,1014.2,5,3,16.4,23.4,0
-0.658402,0.752667,12.5,25.4,0,3.6,9.8,-1.83697e-16,-1,26,-0.707107,-0.707107,0.382683,-0.92388,7,9,67,30,1017.2,1013.4,2,1,17.4,25.1,0
-0.67126,0.741222,10.2,24.9,0,3.6,10.1,0.382683,-0.92388,26,-0.707107,-0.707107,-1.83697e-16,-1,2,11,52,23,1018.1,1014.4,1,1,17.8,24.6,0
-0.683919,0.729558,9,26.2,0,4,10.4,0.382683,-0.92388,31,-0.707107,-0.707107,-0.382683,-0.92388,7,15,46,21,1016.6,1012.5,0,1,19.1,25.9,0
-0.696376,0.717677,12.6,26.2,0,5,7.1,-0.382683,0.92388,22,-0.707107,-0.707107,-0.382683,0.92388,7,15,48,57,1017,1015.2,1,7,19.9,22.8,0
-0.708627,0.705584,15.6,24.5,0,2.8,4.1,-0.707107,0.707107,39,-0.707107,-0.707107,6.12323e-17,1,7,19,69,67,1019.8,1017.9,7,7,19.5,20.6,0
-0.720667,0.693281,17,21.4,56.6,2.6,0,0.382683,0.92388,37,-0.382683,0.92388,-0.382683,0.92388,9,17,92,65,1019.7,1015.2,8,8,17.2,21,1
-0.755493,0.655156,13.2,23,0,1.4,6.5,6.12323e-17,1,24,-0.707107,-0.707107,0.707107,0.707107,7,6,77,58,1011.1,1008.8,3,7,17.3,21.7,0
-0.766659,0.642055,15.1,22.8,5.4,1.6,4.4,-0.707107,0.707107,41,-0.382683,-0.92388,-0.382683,0.92388,19,11,85,70,1008.1,1010.4,7,6,17.7,20.5,1
-0.777597,0.628763,16.8,22.7,2.2,2.6,7.3,-0.707107,0.707107,39,-0.92388,-0.382683,-0.707107,0.707107,7,15,68,65,1020.4,1019.5,4,7,21,20.9,1
-0.788305,0.615285,14.8,23.7,2.2,2.4,3,-0.707107,0.707107,31,-0.707107,-0.707107,-0.707107,0.707107,7,11,75,46,1023.1,1020.5,7,6,18.1,22.5,1
-0.798779,0.601624,15.3,22.3,0,2.6,3.1,-0.382683,0.92388,20,-0.707107,-0.707107,6.12323e-17,1,6,13,69,63,1022.9,1020,7,7,18.6,21.1,0
-0.809017,0.587785,13.8,24.1,0,2.6,4,0.707107,0.707107,17,-0.382683,-0.92388,1,0,6,7,87,58,1021.1,1018,6,5,16.3,21.8,0
-0.819015,0.573772,14.6,25.1,0,1,8.4,-0.707107,-0.707107,17,-0.707107,-0.707107,-0.382683,-0.92388,6,6,76,47,1020.4,1016.8,2,6,18.6,24.5,0
-0.82877,0.559589,14.6,24.6,0,2.4,7.7,-0.92388,0.382683,24,-0.707107,-0.707107,0.382683,0.92388,7,11,80,64,1020.7,1017.1,2,3,18.9,21.7,0
-0.83828,0.54524,14.5,23.5,5.2,2.6,8,-0.707107,0.707107,28,-0.707107,-0.707107,-0.707107,0.707107,9,7,76,52,1023.7,1021.3,6,5,17.5,22.2,1
-0.847541,0.53073,12.8,22.4,0.2,2.6,8.2,-0.707107,0.707107,33,-0.707107,-0.707107,-0.707107,0.707107,6,17,67,60,1028.4,1025.9,3,6,17.7,20.7,0
-0.856551,0.516062,13.6,21.7,2,3.4,5.3,6.12323e-17,1,35,-0.382683,-0.92388,-0.707107,0.707107,9,13,71,64,1029,1025.8,6,5,17.1,19.5,1
