0.539415 0.460585
0.846352 0.153648
0.988892 0.011108
0.990252 0.00974778
0.957148 0.0428517
0.958998 0.0410023
0.908965 0.0910354
0.89264 0.10736
0.97593 0.02407
0.588665 0.411335
0.0969279 0.903072
0.946978 0.0530222
0.945674 0.0543264
0.937596 0.062404
0.917204 0.0827958
0.721754 0.278246
0.605179 0.394821
0.745848 0.254152
0.691681 0.308319
0.0731955 0.926804
0.926382 0.0736178
0.855318 0.144682
0.972985 0.0270151
0.922267 0.0777326
0.98095 0.01905
0.962764 0.0372357
0.98209 0.0179095
0.958662 0.0413382
0.81403 0.18597
0.847084 0.152916
0.910273 0.0897273
0.850151 0.149849
0.929762 0.0702377
0.927883 0.0721174
0.591256 0.408744
0.58835 0.41165
0.849687 0.150313
0.495096 0.504904
0.807624 0.192376
0.643218 0.356782
0.53059 0.46941
0.410819 0.589181
0.262202 0.737798
0.430748 0.569252
0.815169 0.184831
0.897143 0.102857
0.907263 0.0927374
0.980016 0.0199836
0.956479 0.0435212
0.789849 0.210151
0.764524 0.235476
0.247188 0.752812
0.787187 0.212813
0.772874 0.227126
0.755371 0.244629
0.707176 0.292824
0.883585 0.116415
0.867763 0.132237
0.566114 0.433886
0.384895 0.615105
0.876641 0.123359
0.938708 0.0612915
0.893519 0.106481
0.818305 0.181695
0.824327 0.175673
