Date_x,Date_y,RainFall,Evaporation,Sunshine,WindGustDir_x,WindGustDir_y,WindGustSpeed,WindDir9am_x,WindDir9am_y,WindDir3pm_x,WindDir3pm_y,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud3pm,Temp9am,dewDiffTemp3pm,dewDiffTemp9am,diffTemp3pm9am,diffPress3pm9am,RainToday
0.97874,0.205104,0,7.6,11.5,6.12323e-17,1,37,-0.382683,0.92388,6.12323e-17,1,17,20,55,53,1017.2,1015.4,4,26.3,10.4255,9.77428,0.9,-1.8,0
0.975065,0.221922,0,9.4,13,0.707107,0.707107,33,6.12323e-17,1,-0.382683,0.92388,13,17,49,39,1017.2,1015.3,3,26.7,15.3188,11.6144,1.8,-1.9,0
0.9711,0.238673,0,8.4,12.8,0.92388,0.382683,30,-1.83697e-16,-1,0.382683,0.92388,7,17,59,45,1016.4,1013.1,1,26.1,13.2208,8.65124,3.6,-3.3,0
0.966848,0.255353,0,9,12.4,0.707107,0.707107,31,0.382683,-0.92388,0.707107,0.707107,7,15,54,52,1013.8,1010,6,28.1,11.0372,10.1979,3,-3.8,0
0.962309,0.271958,0,9,7.1,-0.382683,0.92388,52,-0.382683,0.92388,-0.707107,0.707107,15,22,65,61,1012.6,1014,7,27.9,8.12147,7.20202,-1.8,1.4,0
0.957485,0.288482,0,8.8,5.8,-0.382683,0.92388,33,-0.382683,0.92388,-0.382683,0.92388,13,17,56,56,1019.4,1018.1,7,25.4,9.40573,9.42684,-0.3,-1.3,0
0.952378,0.304921,0,7.6,9,0.382683,0.92388,31,-0.707107,0.707107,0.382683,0.92388,13,15,49,50,1019.2,1016.7,7,26.4,11.2828,11.5886,0.1,-2.5,0
0.946988,0.32127,0,8.6,12.5,0.382683,0.92388,26,0.382683,0.92388,0.382683,0.92388,9,17,49,42,1017.7,1015.5,3,27.4,14.2604,11.6746,1.9,-2.2,0
0.941317,0.337523,0,8.2,11.7,0.707107,0.707107,35,0.92388,0.382683,0.92388,0.382683,11,17,63,54,1016.5,1013.5,1,28.4,10.3565,7.73798,1.8,-3,0
0.935368,0.353676,0,9.2,8.2,0.707107,0.707107,43,0.92388,-0.382683,0.92388,0.382683,11,17,64,58,1014.5,1010.6,6,28.4,9.22371,7.48164,2.2,-3.9,0
0.929141,0.369725,26.6,7,0.5,0.92388,0.382683,30,1,0,0.92388,0.382683,2,13,84,77,1012.4,1009.5,7,26.6,4.42991,2.93397,1.7,-2.9,1
0.92264,0.385663,4.4,2.8,3.8,0.92388,0.382683,30,-0.707107,-0.707107,0.707107,0.707107,6,13,68,64,1011.5,1007.9,7,29.3,7.58734,6.53355,1,-3.6,1
0.915864,0.401488,0,3.6,3.1,0.382683,0.92388,26,0.382683,0.92388,0.707107,0.707107,7,15,81,80,1013,1012.9,7,27.3,3.78002,3.5564,0.6,-0.1,0
0.908818,0.417194,29.8,6.4,7.4,0.707107,0.707107,28,0.92388,0.382683,-0.382683,0.92388,7,11,73,51,1016.3,1015,6,27.3,11.2191,5.27651,2.2,-1.3,1
0.901502,0.432776,1.8,5.8,10.4,6.12323e-17,1,39,-0.382683,0.92388,-0.707107,0.707107,15,20,68,55,1016.7,1015.1,4,26.9,9.8982,6.41803,1.1,-1.6,1
0.893919,0.448229,0.2,8.6,10.2,-0.382683,0.92388,35,-0.382683,0.92388,-0.382683,0.92388,15,19,61,54,1016.1,1015.3,1,27.8,10.2355,8.22485,0.8,-0.8,0
0.886071,0.46355,0,7,5.2,6.12323e-17,1,35,0.382683,0.92388,0.382683,0.92388,13,19,67,66,1017.3,1015.5,7,26.2,6.89158,6.62363,0.5,-1.8,0
0.860961,0.508671,0.8,7.4,0.1,-0.707107,0.707107,28,-0.92388,-0.382683,-0.382683,0.92388,4,13,80,60,1015.4,1012.9,7,23.9,8.45966,3.6678,3.4,-2.5,0
0.852078,0.523416,1,5.6,1.5,-0.382683,0.92388,37,-0.707107,0.707107,-0.382683,0.92388,19,17,80,62,1012.8,1010.4,8,23.6,7.90931,3.65946,3.3,-2.4,0
0.842942,0.538005,6.2,2.4,8.7,0.707107,0.707107,28,-0.92388,0.382683,0.382683,0.92388,6,13,77,59,1011.1,1008,4,24.9,8.80024,4.31831,3.5,-3.1,1
0.833556,0.552435,0.6,5.8,11.8,0.382683,0.92388,33,-0.382683,0.92388,6.12323e-17,1,15,19,62,51,1009.2,1007.1,2,28.8,11.2109,8.02159,0.6,-2.1,0
0.823923,0.566702,0,9.2,11.8,6.12323e-17,1,33,-0.707107,0.707107,-0.382683,0.92388,11,19,60,55,1009,1007.3,3,28.1,10.045,8.50999,1.9,-1.7,0
0.814046,0.5808,0,9,12.1,6.12323e-17,1,33,-0.707107,0.707107,6.12323e-17,1,11,19,60,53,1011.4,1010.6,2,27.3,10.6037,8.45966,2.2,-0.8,0
0.803928,0.594727,0,9,9,0.382683,0.92388,31,6.12323e-17,1,-0.382683,0.92388,17,17,55,47,1014.4,1012.5,2,28.3,12.5346,9.92015,1.4,-1.9,0
0.793572,0.608477,0,8.4,12.2,0.382683,0.92388,50,-1,1.22465e-16,0.382683,0.92388,7,11,62,50,1012.6,1009.4,2,27.1,11.6025,7.9211,3.2,-3.2,0
0.78298,0.622047,0,7.4,12,-0.382683,-0.92388,31,-1.83697e-16,-1,0.92388,0.382683,7,13,60,50,1010,1006.5,1,27.8,11.8409,8.4911,5.3,-3.5,0
0.772157,0.635432,0,7.2,7.5,0.382683,0.92388,28,6.12323e-17,1,0.707107,0.707107,4,11,66,61,1011,1007.3,7,28.5,8.35343,6.98449,1.4,-3.7,0
0.761104,0.64863,1.4,8,9.7,-1,1.22465e-16,30,0.707107,0.707107,6.12323e-17,1,9,17,64,52,1005.8,1004.7,7,27.5,11.005,7.43183,3.2,-1.1,1
0.749826,0.661635,0,6.8,3.3,-0.92388,0.382683,31,-0.92388,0.382683,6.12323e-17,1,13,9,62,82,1012.2,1011.6,7,25.5,3.27694,7.82708,-1.2,-0.6,0
0.738326,0.674444,23.8,8,0,-0.92388,0.382683,48,-0.92388,0.382683,-0.707107,0.707107,9,7,91,91,1016.7,1014.9,8,21.8,1.53792,1.53792,0,-1.8,1
0.726608,0.687053,36.8,1.6,0.1,-1,1.22465e-16,35,-0.707107,0.707107,-0.92388,-0.382683,13,6,91,73,1011.5,1007.4,8,21.5,5.19404,1.53437,3.7,-4.1,1
0.714673,0.699458,2,1.2,11.4,-0.92388,-0.382683,24,-0.382683,-0.92388,0.92388,0.382683,11,9,62,54,1007,1004.8,5,25.5,10.3035,7.82708,4,-2.2,1
0.702527,0.711657,0,5.8,9.3,-0.382683,0.92388,30,-1,1.22465e-16,6.12323e-17,1,11,15,59,56,1009.7,1006.8,7,26.7,9.6747,8.68999,2.2,-2.9,0
0.690173,0.723644,0,6.4,2.3,0.707107,0.707107,30,-1,1.22465e-16,6.12323e-17,1,6,11,65,73,1009.5,1008.1,8,26.7,5.2097,7.13796,-1.1,-1.4,0
0.677615,0.735417,17.4,3.2,2.5,6.12323e-17,1,26,-0.92388,0.382683,-0.707107,0.707107,7,9,76,70,1008.1,1004.9,7,26.1,5.97317,4.5717,1.4,-3.2,1
0.664855,0.746972,2.2,2,10.3,-1.83697e-16,-1,31,-0.707107,0.707107,0.382683,0.92388,7,13,72,62,1009.4,1006.1,2,27.2,8.15853,5.49887,3.9,-3.3,1
0.651899,0.758306,3.4,7.6,5,-1.83697e-16,-1,33,-0.707107,-0.707107,6.12323e-17,1,4,13,76,68,1011.1,1008.2,6,26.5,6.5529,4.58546,3.2,-2.9,1
0.638749,0.769415,35.2,6.2,1.9,-1.83697e-16,-1,28,-0.707107,-0.707107,0.382683,0.92388,6,9,87,72,1011.7,1009.3,7,23.1,5.51943,2.28718,4.6,-2.4,1
0.611886,0.790946,0,6.8,11.3,0.382683,0.92388,31,-0.382683,0.92388,6.12323e-17,1,11,19,65,53,1016.6,1015.1,1,27,10.5415,7.15395,1.7,-1.5,0
0.598181,0.801361,0,8,10.8,0.382683,0.92388,28,-1.83697e-16,-1,0.707107,0.707107,2,15,61,55,1016.9,1015.3,2,27.4,9.94945,8.20047,1.3,-1.6,0
0.584298,0.811539,0,7,1.5,0.707107,0.707107,22,-1.83697e-16,-1,0.382683,0.92388,6,11,70,64,1016.8,1014,7,25.3,7.38768,5.87557,1.4,-2.8,0
0.570242,0.821477,0,3.6,10.1,-0.707107,0.707107,43,-0.92388,0.382683,-0.707107,0.707107,13,20,59,55,1015.2,1012.9,3,27.3,9.88359,8.72883,0.5,-2.3,0
0.556017,0.831171,0,7.2,11.9,-0.382683,0.92388,44,-1,1.22465e-16,6.12323e-17,1,11,15,51,51,1015.2,1011.8,3,25.3,11.088,10.8764,2.6,-3.4,0
0.541628,0.840618,0,7.4,11.8,0.92388,0.382683,26,-0.707107,-0.707107,0.707107,0.707107,7,9,56,45,1012.9,1009.4,3,25.3,13.3271,9.4198,5.5,-3.5,0
0.527078,0.849817,0,6.8,9.2,6.12323e-17,1,22,-1,1.22465e-16,0.92388,0.382683,6,9,63,53,1011.4,1008.1,7,27.4,10.7755,7.68077,4.3,-3.3,0
0.512371,0.858764,0,5.8,10,6.12323e-17,1,28,-0.707107,-0.707107,0.382683,0.92388,6,13,57,55,1014,1012,6,28.9,10.0302,9.38977,0.9,-2,0
0.497513,0.867456,0.2,6,9.8,0.382683,0.92388,24,6.12323e-17,1,0.707107,0.707107,7,13,72,58,1017,1014,3,27.8,9.18996,5.52354,2.3,-3,0
0.482508,0.875892,0.2,4.8,10.6,0.382683,0.92388,30,0.707107,0.707107,0.707107,0.707107,11,13,59,56,1014.6,1010,3,29,9.75324,8.83931,1,-4.6,0
0.467359,0.884068,0,7.8,10.7,-0.382683,-0.92388,39,-0.382683,-0.92388,-0.382683,-0.92388,15,7,32,22,1010.4,1007,1,24.5,24.2807,17.7878,6.8,-3.4,0
0.452072,0.891981,0,9,9.8,0.382683,0.92388,26,-0.92388,0.382683,0.382683,0.92388,7,15,55,50,1013.2,1010.6,2,25,11.4421,9.68002,3.4,-2.6,0
0.436651,0.899631,0,6.2,11.2,0.707107,0.707107,28,-1.83697e-16,-1,0.707107,0.707107,9,17,62,53,1014.8,1011.4,3,26.1,10.5338,7.86227,2.5,-3.4,0
0.421101,0.907014,0,7,11.2,6.12323e-17,1,35,6.12323e-17,1,-0.382683,0.92388,15,19,60,54,1014.8,1012.9,5,27.1,10.1828,8.4471,0.8,-1.9,0
0.405426,0.914128,0,9.8,0,-0.92388,0.382683,35,-0.707107,0.707107,-0.707107,0.707107,19,17,59,79,1016.1,1013.6,8,25.7,3.86269,8.62546,-2.1,-2.5,0
0.38963,0.920971,3.4,3.8,0.1,-0.707107,0.707107,50,-0.707107,0.707107,-0.707107,0.707107,17,20,70,61,1014.8,1013.5,8,25.8,8.1033,5.89768,0,-1.3,1
0.37372,0.927542,4.4,6,2.9,-0.382683,0.92388,35,-0.92388,0.382683,-0.707107,0.707107,15,15,88,82,1017.4,1015.7,7,22.3,3.2447,2.08818,0.7,-1.7,1
0.357698,0.933837,5.6,4.4,6.2,0.382683,0.92388,35,-0.382683,0.92388,-0.382683,0.92388,19,15,69,59,1019.8,1017.5,7,24.6,8.65124,6.07501,1.5,-2.3,1
0.341571,0.939856,3,6.4,3.9,0.382683,0.92388,30,-0.382683,0.92388,6.12323e-17,1,7,15,75,80,1017.7,1016,7,24,3.64001,4.71309,-1.1,-1.7,1
0.325342,0.945596,6,3.2,9.2,0.382683,0.92388,24,-0.92388,-0.382683,0.707107,0.707107,7,11,73,60,1016.7,1013.1,4,24.1,8.46594,5.15109,3.3,-3.6,1
0.309017,0.951057,3,5.6,10.8,0.707107,0.707107,24,-0.92388,0.382683,0.707107,0.707107,6,13,66,55,1014.8,1010.2,1,26.2,9.92747,6.86587,2.2,-4.6,1
0.2926,0.956235,0,6.4,9.3,-0.92388,-0.382683,46,-1.83697e-16,-1,0.707107,0.707107,7,13,65,57,1012.5,1007.3,1,25.9,9.41747,7.09541,3.4,-5.2,0
0.276097,0.96113,13.2,8.2,10,-0.382683,0.92388,24,-1.83697e-16,-1,0.382683,0.92388,9,13,72,58,1012.6,1009.8,2,23.9,9.06892,5.3641,4.4,-2.8,1
0.259512,0.96574,0,4,6.3,-0.382683,0.92388,33,-0.707107,0.707107,6.12323e-17,1,9,17,68,59,1016.7,1014.4,8,25.7,8.71587,6.36065,1.4,-2.3,0
0.24285,0.970064,0,6,0,-0.707107,0.707107,30,-1,1.22465e-16,-0.382683,0.92388,7,13,72,68,1016.9,1014.4,7,24.2,6.34634,5.37628,1.2,-2.5,0
0.226116,0.9741,0,3.4,5,-0.707107,0.707107,33,6.12323e-17,1,-0.382683,0.92388,9,17,74,55,1015.8,1012.1,5,24.8,9.92747,4.95876,3.6,-3.7,0
0.209315,0.977848,0.2,5.4,8.5,-0.92388,0.382683,35,-0.92388,0.382683,-0.707107,0.707107,13,20,68,48,1015,1012.1,2,25.4,12.041,6.34634,2.5,-2.9,0
0.192452,0.981306,0,6,10.8,-0.707107,0.707107,37,-1,1.22465e-16,-0.707107,0.707107,11,17,56,51,1015.2,1013,3,25.7,11.0471,9.44796,1.7,-2.2,0
0.175531,0.984474,0,6.2,11,-0.92388,0.382683,30,-0.92388,-0.382683,-0.382683,0.92388,7,17,63,47,1017.2,1015.1,2,25.2,12.2886,7.55563,1.8,-2.1,0
0.158559,0.987349,0,6.2,10.9,-0.707107,0.707107,31,-0.92388,0.382683,-0.707107,0.707107,9,15,59,45,1019.4,1017.1,2,25.4,13.019,8.60614,2.2,-2.3,0
0.14154,0.989932,0,8,9.1,6.12323e-17,1,31,-0.92388,0.382683,-0.382683,0.92388,9,13,55,49,1021.9,1019.6,5,24.6,11.7091,9.6511,3.2,-2.3,0
0.124479,0.992222,0,5.8,11,6.12323e-17,1,30,-0.92388,-0.382683,-0.382683,0.92388,9,13,58,43,1021.9,1018.8,2,24.5,13.7522,8.81596,3.4,-3.1,0
0.107381,0.994218,0,6.2,11,-0.382683,0.92388,30,-0.92388,-0.382683,6.12323e-17,1,7,17,62,44,1019.7,1016.8,1,24.2,13.4654,7.75109,4.4,-2.9,0
0.0902516,0.995919,0,5.2,10.5,-0.92388,0.382683,46,-1,1.22465e-16,-0.707107,0.707107,11,22,61,48,1020.1,1017.7,3,25.4,12.0056,8.07909,2.1,-2.4,0
0.0730951,0.997325,3.2,7.6,10.5,-0.707107,0.707107,43,-0.707107,0.707107,-0.382683,0.92388,13,22,63,49,1018.8,1015.8,3,24.7,11.6401,7.52733,2.3,-3,1
0.055917,0.998435,2.2,7,6.8,-0.92388,0.382683,31,-0.382683,-0.92388,-0.707107,0.707107,9,11,81,84,1014.4,1011.7,6,22.5,2.84849,3.42956,0.2,-2.7,1
0.0387223,0.99925,3,4,9.6,-0.382683,-0.92388,30,-1.83697e-16,-1,-1.83697e-16,-1,13,7,59,47,1009.7,1007.1,4,24.8,12.3794,8.56757,3.2,-2.6,1
0.0215161,0.999769,0.2,4.4,10.7,6.12323e-17,1,28,-0.92388,0.382683,0.382683,0.92388,7,15,67,56,1012.9,1010.9,1,26.2,9.6747,6.62363,2.7,-2,0
0.00430354,0.999991,13,4,0,-0.382683,0.92388,54,-0.92388,0.382683,-0.92388,0.382683,15,15,93,94,1015.6,1014.6,8,21.3,1.00795,1.18047,0.1,-1,1
-0.0129103,0.999917,66.2,1.8,6.8,6.12323e-17,1,30,-0.382683,0.92388,0.382683,0.92388,7,15,83,67,1017.9,1015.1,5,24.7,6.65837,3.08849,2.2,-2.8,1
-0.0301203,0.999546,41,4,4.5,-0.92388,0.382683,22,0.382683,0.92388,0.92388,0.382683,7,11,92,66,1017.2,1013.6,7,22.6,6.89672,1.36901,4.2,-3.6,1
-0.0473214,0.99888,0.8,3.6,3.2,6.12323e-17,1,28,-0.92388,-0.382683,-0.382683,0.92388,7,11,73,75,1015.7,1012.2,7,24.9,4.7632,5.18231,0.5,-3.5,0
-0.0645084,0.997917,1,2.2,7.5,-0.382683,0.92388,28,-0.92388,-0.382683,-0.382683,0.92388,9,11,72,65,1016,1013.1,7,23.8,7.12731,5.36004,2.7,-2.9,0
-0.0816764,0.996659,1.2,2.8,0.9,-0.382683,0.92388,35,-1,1.22465e-16,-0.707107,0.707107,15,11,70,76,1019.8,1019,7,23.7,4.43866,5.80509,-1.5,-0.8,1
-0.0988201,0.995105,1.8,3.6,10.4,-0.92388,0.382683,39,-0.707107,0.707107,-0.382683,0.92388,9,19,57,47,1023.3,1020.6,4,23.8,12.0898,9.04005,1,-2.7,1
-0.115935,0.993257,0,5.2,4.1,-0.707107,0.707107,30,-0.92388,0.382683,6.12323e-17,1,13,13,62,62,1022.6,1020.2,8,23.2,7.71614,7.69288,0.4,-2.4,0
-0.133015,0.991114,5.6,3,6.8,-0.382683,0.92388,33,-0.92388,-0.382683,-0.382683,0.92388,7,11,73,80,1023.4,1021.5,7,22.7,3.59852,5.09668,-1.3,-1.9,1
-0.150055,0.988678,2.2,3.8,2.6,0.382683,0.92388,28,-0.707107,-0.707107,-0.707107,0.707107,4,7,74,78,1024.5,1022.9,8,22.6,4.05584,4.87676,0.6,-1.6,1
-0.167052,0.985948,14.6,4.4,3.7,6.12323e-17,1,30,-1,1.22465e-16,0.382683,0.92388,7,13,90,67,1023.5,1020.7,7,21.1,6.55934,1.70769,3.8,-2.8,1
-0.200891,0.979614,43.8,0.6,3.2,6.12323e-17,1,30,6.12323e-17,1,6.12323e-17,1,6,6,77,67,1014.9,1011.9,8,25.1,6.64347,4.32484,1.5,-3,1
-0.217723,0.976011,0.4,1.6,9.7,6.12323e-17,1,28,-0.707107,-0.707107,-0.382683,-0.92388,11,9,74,45,1012.5,1009.2,3,25.3,13.2691,4.97748,4.9,-3.3,0
-0.234491,0.972118,0,4,10.6,-0.382683,0.92388,22,-0.707107,-0.707107,6.12323e-17,1,9,13,68,41,1014.5,1011.5,2,23.9,14.4541,6.27505,3.7,-3,0
-0.25119,0.967938,0,6.4,10.4,-0.707107,-0.707107,30,-0.92388,-0.382683,-0.707107,0.707107,6,11,64,34,1014.8,1011.5,2,22,17.4429,7.13091,6.8,-3.3,0
-0.267814,0.963471,0.6,5,10.4,-0.382683,0.92388,24,-0.92388,-0.382683,-1,1.22465e-16,9,7,64,40,1016.3,1012.9,2,22.4,14.8538,7.15259,5.4,-3.4,0
-0.284359,0.958718,0.2,4.6,10.6,-0.92388,0.382683,28,-0.382683,-0.92388,-0.92388,-0.382683,13,15,57,41,1014.1,1010.8,5,22.2,14.2534,8.93165,3.5,-3.3,0
-0.30082,0.953681,0,3.6,10.2,-0.92388,-0.382683,31,-0.707107,-0.707107,-0.92388,-0.382683,11,13,54,41,1012.6,1010.1,6,22.6,14.38,9.78798,4.3,-2.5,0
-0.317191,0.948362,0,5.6,8.7,-0.92388,-0.382683,35,-0.707107,-0.707107,-0.92388,-0.382683,13,9,59,80,1014.9,1013.4,6,21.9,3.59025,8.38234,-0.8,-1.5,0
-0.333469,0.942761,1,4.2,9.8,-0.92388,0.382683,31,-0.92388,-0.382683,-0.92388,-0.382683,11,11,62,43,1017.9,1014.4,3,21.9,13.6113,7.61753,4.6,-3.5,0
-0.349647,0.936881,0.2,3.6,10,-0.382683,-0.92388,28,-0.707107,-0.707107,-1,1.22465e-16,11,11,58,43,1017.8,1014.9,2,22,13.5912,8.65142,4.3,-2.9,0
-0.365723,0.930724,0,1.4,9.5,0.92388,0.382683,46,-0.707107,-0.707107,0.707107,0.707107,7,13,64,49,1016.7,1011.5,1,20.6,11.4944,7.05528,4.7,-5.2,0
-0.381689,0.924291,0,4,9.8,0.92388,-0.382683,28,0.707107,0.707107,0.92388,-0.382683,7,9,68,41,1011.7,1007.5,2,22.7,14.6882,6.21829,7.1,-4.2,0
-0.397543,0.917584,0,4.8,10.7,0.382683,-0.92388,33,-1.83697e-16,-1,0.382683,-0.92388,15,17,40,28,1012.1,1008,1,25.1,20.2839,14.5615,3.3,-4.1,0
-0.413279,0.910605,0,6.2,10.7,-1.83697e-16,-1,31,-0.707107,-0.707107,-1.83697e-16,-1,9,17,45,30,1016,1013.3,0,21.9,18.889,12.4788,3.8,-2.7,0
-0.428892,0.903356,0,6.4,10.8,-0.707107,-0.707107,20,-0.382683,-0.92388,-0.707107,0.707107,9,6,40,25,1020.7,1016.5,0,19.5,21.5315,13.964,6.3,-4.2,0
-0.444378,0.895839,0,3.4,9.5,6.12323e-17,1,20,-0.382683,-0.92388,0.382683,0.92388,11,11,59,40,1020.6,1016.5,3,17.6,14.4862,8.11129,6.8,-4.1,0
-0.459733,0.888057,0,3.2,10.3,-0.707107,0.707107,43,-0.92388,-0.382683,-1.83697e-16,-1,9,15,64,29,1018,1014.6,1,19.7,19.3959,7.00687,6.1,-3.4,0
-0.474951,0.880012,0,5,6.3,-0.382683,0.92388,26,-0.707107,-0.707107,-0.382683,0.92388,11,9,57,55,1022.6,1019.9,7,18.8,9.49282,8.70341,3.6,-2.7,0
-0.490029,0.871706,0,4.2,9.7,0.382683,0.92388,26,-0.707107,-0.707107,-0.382683,0.92388,9,13,62,54,1024,1020.5,4,20.1,9.7806,7.51378,2.4,-3.5,0
-0.504961,0.863142,0,4,7.7,0.382683,0.92388,31,-0.707107,-0.707107,-0.382683,0.92388,9,11,69,48,1024.3,1021.8,5,18.7,11.5497,5.80781,3.6,-2.5,0
-0.519744,0.854322,0,3.2,9,6.12323e-17,1,31,-0.707107,-0.707107,-0.382683,0.92388,9,17,66,55,1025.6,1023.6,3,19.3,9.49999,6.51597,3.2,-2,0
-0.534373,0.845249,0,3.6,9.5,-0.707107,0.707107,30,-0.92388,-0.382683,-0.382683,0.92388,11,19,66,45,1027.4,1024.2,2,19.4,12.5351,6.52097,3.1,-3.2,0
-0.548843,0.835925,0,5,6.3,-0.707107,0.707107,35,-0.92388,-0.382683,-0.707107,0.707107,7,15,64,59,1025.8,1022,7,19.7,8.35694,7.00687,1.8,-3.8,0
-0.563151,0.826354,1.4,3.6,4.4,-0.92388,0.382683,22,-0.92388,-0.382683,-0.382683,0.92388,9,7,69,63,1024.2,1020.5,7,19.8,7.381,5.85718,2.3,-3.7,1
-0.577292,0.816538,2.2,2.2,9.9,-0.92388,0.382683,24,-0.707107,-0.707107,6.12323e-17,1,9,13,73,45,1024.1,1020.9,4,20.2,12.7144,5.00023,4.2,-3.2,1
-0.591261,0.80648,0.2,4,9.4,-1.83697e-16,-1,24,-0.707107,-0.707107,-0.707107,-0.707107,11,9,66,42,1022.6,1018.2,2,18.9,13.8269,6.49596,6.2,-4.4,0
-0.605056,0.796183,0,3.6,10,-0.707107,-0.707107,50,-0.707107,-0.707107,-0.92388,0.382683,9,7,69,37,1020.3,1017.5,1,18.2,15.6799,5.78544,6.5,-2.8,0
-0.618671,0.78565,0,4,10,6.12323e-17,1,35,-0.92388,-0.382683,-0.382683,0.92388,7,15,62,46,1021.9,1018.9,2,19.7,12.2063,7.49082,2.8,-3,0
-0.632103,0.774884,0,4.4,1.3,-0.92388,-0.382683,17,-0.707107,-0.707107,0.92388,-0.382683,9,2,73,59,1020.8,1017.3,7,16.6,8.31892,4.86292,4.3,-3.5,0
-0.645348,0.763889,0,1.4,9.2,0.92388,-0.382683,24,-0.707107,-0.707107,-1.83697e-16,-1,9,7,75,37,1018.5,1014.2,3,16.4,15.5295,4.44565,7,-4.3,0
-0.658402,0.752667,0,3.6,9.8,-1.83697e-16,-1,26,-0.707107,-0.707107,0.382683,-0.92388,7,9,67,30,1017.2,1013.4,1,17.4,18.8061,6.19444,7.7,-3.8,0
-0.67126,0.741222,0,3.6,10.1,0.382683,-0.92388,26,-0.707107,-0.707107,-1.83697e-16,-1,2,11,52,23,1018.1,1014.4,1,17.8,22.5173,9.99225,6.8,-3.7,0
-0.683919,0.729558,0,4,10.4,0.382683,-0.92388,31,-0.707107,-0.707107,-0.382683,-0.92388,7,15,46,21,1016.6,1012.5,1,19.1,24.0103,11.8967,6.8,-4.1,0
-0.696376,0.717677,0,5,7.1,-0.382683,0.92388,22,-0.707107,-0.707107,-0.382683,0.92388,7,15,48,57,1017,1015.2,7,19.9,8.97223,11.3421,2.9,-1.8,0
-0.708627,0.705584,0,2.8,4.1,-0.707107,0.707107,39,-0.707107,-0.707107,6.12323e-17,1,7,19,69,67,1019.8,1017.9,7,19.5,6.34888,5.8437,1.1,-1.9,0
-0.720667,0.693281,56.6,2.6,0,0.382683,0.92388,37,-0.382683,0.92388,-0.382683,0.92388,9,17,92,65,1019.7,1015.2,8,17.2,6.83749,1.31294,3.8,-4.5,1
-0.755493,0.655156,0,1.4,6.5,6.12323e-17,1,24,-0.707107,-0.707107,0.707107,0.707107,7,6,77,58,1011.1,1008.8,7,17.3,8.63177,4.07391,4.4,-2.3,0
-0.766659,0.642055,5.4,1.6,4.4,-0.707107,0.707107,41,-0.382683,-0.92388,-0.382683,0.92388,19,11,85,70,1008.1,1010.4,6,17.7,5.66537,2.55655,2.8,2.3,1
-0.777597,0.628763,2.2,2.6,7.3,-0.707107,0.707107,39,-0.92388,-0.382683,-0.707107,0.707107,7,15,68,65,1020.4,1019.5,7,21,6.83228,6.13832,-0.1,-0.9,1
