Date_x,Date_y,RainFall,Evaporation,Sunshine,WindGustDir_x,WindGustDir_y,WindGustSpeed,WindDir9am_x,WindDir9am_y,WindDir3pm_x,WindDir3pm_y,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud3pm,Temp9am,dewDiffTemp3pm,dewDiffTemp9am,diffTemp3pm9am,diffPress3pm9am,RainToday
0.886071,0.46355,1.8,2.6,6.1,0.382683,0.92388,28,0.92388,0.382683,0.707107,0.707107,4,9,69,74,1005.1,1001.4,7,29.6,5.12857,6.30603,-0.3,-3.7,1
0.87796,0.478734,1.2,6.2,1.2,0.92388,0.382683,24,0.92388,0.382683,0.707107,0.707107,7,7,70,84,1007.3,1005.8,7,29,2.96718,6.04016,-0.9,-1.5,1
0.869589,0.493776,2.6,3.6,8.4,0.92388,0.382683,33,0.92388,-0.382683,0.92388,0.382683,7,13,62,60,1010.1,1006.1,5,29.6,8.80862,8.06909,3.2,-4,1
0.860961,0.508671,0,7.2,7.5,6.12323e-17,1,30,0.707107,0.707107,0.382683,0.92388,7,13,68,67,1008.3,1002.4,4,29.7,6.89393,6.5529,1.9,-5.9,0
0.852078,0.523416,0,6.8,4.8,-1.83697e-16,-1,41,6.12323e-17,1,0.382683,-0.92388,6,11,57,32,1004.7,1001.5,8,32.1,19.2568,9.61247,3.4,-3.2,0
0.814046,0.5808,1.2,6,7.2,-0.707107,0.707107,43,-0.707107,0.707107,-0.707107,0.707107,11,13,72,67,1011.5,1009.2,7,25.9,6.66831,5.44558,1.2,-2.3,1
0.803928,0.594727,7.8,7.4,3.8,-0.92388,0.382683,30,-0.92388,-0.382683,-0.707107,0.707107,9,11,64,59,1013.7,1012.4,7,25.9,8.67061,7.34366,0.5,-1.3,1
0.793572,0.608477,0.2,8,12.2,-0.382683,0.92388,30,-0.92388,-0.382683,-0.707107,0.707107,9,13,53,45,1015.9,1012.6,3,26.2,13.2016,10.3484,3.3,-3.3,0
0.78298,0.622047,0,8.2,12.5,-0.92388,0.382683,39,-0.707107,0.707107,-0.382683,0.92388,11,15,54,46,1015.8,1013.3,1,27.4,12.8463,10.1453,2,-2.5,0
0.772157,0.635432,0,10.4,7.7,6.12323e-17,1,37,-0.92388,0.382683,-0.382683,0.92388,11,15,53,53,1014,1011,5,26.7,10.5881,10.3869,2.6,-3,0
0.761104,0.64863,0,9.8,12.1,6.12323e-17,1,35,-0.707107,0.707107,-0.382683,0.92388,11,15,60,49,1013.1,1010.7,5,27.5,11.8909,8.47223,2.4,-2.4,0
0.749826,0.661635,0,9.2,11.4,-0.707107,0.707107,41,-0.92388,0.382683,-0.707107,0.707107,13,17,58,49,1013.2,1011.4,7,27.4,11.8388,9.0087,1.9,-1.8,0
0.738326,0.674444,0,10.6,2.9,-0.707107,0.707107,41,-1,1.22465e-16,-0.707107,0.707107,7,13,54,56,1011.5,1009.3,7,26.8,9.56809,10.1003,0.6,-2.2,0
0.726608,0.687053,0.2,5.4,12.3,6.12323e-17,1,31,-1,1.22465e-16,6.12323e-17,1,9,17,56,49,1008.9,1006.1,1,27.2,11.9954,9.55392,3.9,-2.8,0
0.714673,0.699458,0,9.2,12.5,0.382683,0.92388,28,-0.707107,-0.707107,-0.382683,0.92388,7,13,60,49,1010.1,1007,1,27.6,12.1178,8.47851,4.9,-3.1,0
0.702527,0.711657,0,8.6,11.3,0.707107,0.707107,26,-0.382683,-0.92388,0.382683,0.92388,4,13,66,51,1008.9,1004.5,2,27.8,11.4837,6.94828,4.9,-4.4,0
0.690173,0.723644,0,6.6,9.5,6.12323e-17,1,33,-0.707107,0.707107,0.382683,0.92388,7,15,63,57,1008.1,1005.5,2,28.9,9.50081,7.76666,1.6,-2.6,0
0.677615,0.735417,0,8.6,11.8,0.707107,0.707107,30,0.92388,0.382683,0.707107,0.707107,7,13,60,57,1008.6,1005.2,1,30,9.54261,8.63011,1.1,-3.4,0
0.664855,0.746972,0.4,9.6,7.8,0.707107,0.707107,28,0.707107,0.707107,0.707107,0.707107,9,11,75,63,1013.4,1010.9,6,27.7,7.87034,4.84607,3,-2.5,0
0.651899,0.758306,3.6,8.2,11.2,6.12323e-17,1,28,0.707107,-0.707107,0.707107,0.707107,2,13,65,55,1017.3,1014.9,1,27.7,10.0523,7.19132,2.4,-2.4,1
0.638749,0.769415,0,8,11.9,-0.707107,0.707107,44,-0.382683,0.92388,-0.382683,0.92388,11,17,59,42,1020.9,1019.1,2,28.2,14.3646,8.78723,2.1,-1.8,0
0.625411,0.780296,0.2,10.2,12,6.12323e-17,1,41,-0.707107,0.707107,-0.382683,0.92388,11,15,56,47,1022.6,1019.2,5,27.1,12.5346,9.54684,2.6,-3.4,0
0.611886,0.790946,0,10.6,12,6.12323e-17,1,35,-0.707107,0.707107,-0.382683,0.92388,15,11,57,47,1019.5,1016.2,3,27.2,12.5255,9.27249,2.4,-3.3,0
0.598181,0.801361,0,8.8,12,6.12323e-17,1,24,-0.382683,0.92388,0.382683,0.92388,7,11,57,46,1017.9,1014.5,1,26,12.8651,9.19013,3.6,-3.4,0
0.584298,0.811539,0,8,12,0.707107,0.707107,24,-0.382683,0.92388,0.707107,0.707107,2,11,55,50,1016.4,1013.1,1,26.6,11.5771,9.79609,3.4,-3.3,0
0.570242,0.821477,0,8,11.7,6.12323e-17,1,24,0.382683,-0.92388,0.382683,0.92388,7,11,62,49,1012.7,1008.3,1,26.7,12.0653,7.89754,5.2,-4.4,0
0.556017,0.831171,0,8.6,12.1,6.12323e-17,1,31,-0.707107,0.707107,-0.382683,0.92388,11,17,46,37,1013.2,1009.6,1,29.5,16.7396,12.8557,4.2,-3.6,0
0.541628,0.840618,0,11.2,11.1,-0.92388,0.382683,33,-0.92388,-0.382683,-0.382683,0.92388,7,13,60,53,1014.7,1011.4,3,28.6,10.6972,8.54152,2.1,-3.3,0
0.512371,0.858764,0.4,8.5,8.1,6.12323e-17,1,30,-0.92388,0.382683,-0.92388,0.382683,7,11,72,88,1018.5,1016.9,6,27,2.12836,5.49065,-2.2,-1.6,0
0.497513,0.867456,20.8,9,10.3,6.12323e-17,1,30,-0.92388,-0.382683,0.382683,0.92388,2,15,74,64,1019.9,1017.8,3,26.4,7.50939,5.01881,2.5,-2.1,1
0.482508,0.875892,6.6,6.4,11,0.707107,0.707107,30,0.382683,0.92388,0.382683,0.92388,9,15,63,51,1021.3,1018.7,1,26.8,11.1863,7.64654,2.3,-2.6,1
0.467359,0.884068,0.4,8.4,11.1,6.12323e-17,1,33,-0.382683,0.92388,6.12323e-17,1,4,11,66,44,1021.2,1017.8,2,25.7,13.574,6.84022,4,-3.4,0
0.452072,0.891981,0,9.2,4.9,-0.707107,0.707107,26,-0.707107,0.707107,-0.707107,0.707107,9,15,65,62,1020.8,1018.3,7,25.9,7.89754,7.09541,0.8,-2.5,0
0.436651,0.899631,1.8,5.6,10,6.12323e-17,1,26,-1.83697e-16,-1,6.12323e-17,1,6,11,69,54,1021.4,1018.3,4,25.4,10.2657,6.11169,3.6,-3.1,1
0.421101,0.907014,3.2,6,5.8,6.12323e-17,1,33,-1,1.22465e-16,6.12323e-17,1,4,13,77,55,1021,1018.6,7,25.4,9.87628,4.33463,2.3,-2.4,1
0.405426,0.914128,1.2,7.4,8.7,6.12323e-17,1,28,-0.92388,-0.382683,6.12323e-17,1,4,13,77,62,1020,1018.3,3,25.9,8.01566,4.35099,2.8,-1.7,1
0.38963,0.920971,6.2,5.2,3.3,6.12323e-17,1,30,6.12323e-17,1,6.12323e-17,1,9,15,84,73,1021.8,1019.4,7,25.1,5.22538,2.90094,0.9,-2.4,1
0.37372,0.927542,6.8,4.2,7.8,0.382683,0.92388,31,-1,1.22465e-16,0.382683,0.92388,6,15,68,71,1021,1018.4,7,26.8,5.74933,6.41324,0.9,-2.6,1
0.341571,0.939856,0,5.2,7.5,-0.707107,0.707107,31,-0.92388,0.382683,-0.707107,0.707107,11,17,64,45,1019.4,1016.6,7,27.1,13.2112,7.40974,2.5,-2.8,0
0.325342,0.945596,7,5.8,8.2,6.12323e-17,1,28,-0.382683,-0.92388,6.12323e-17,1,6,11,90,72,1017.9,1015.1,6,24.5,5.5112,1.75271,3,-2.8,1
0.309017,0.951057,16.4,4,10.1,6.12323e-17,1,26,-0.92388,0.382683,6.12323e-17,1,9,9,67,56,1016.1,1012.8,3,27.3,9.66758,6.67826,1.5,-3.3,1
0.2926,0.956235,0,7.4,9.1,-0.707107,0.707107,30,-1,1.22465e-16,-0.382683,0.92388,9,15,64,59,1014.4,1011.7,2,26.8,8.87846,7.39319,2.8,-2.7,0
0.276097,0.96113,1.4,8,9.6,-0.707107,0.707107,31,-1,1.22465e-16,-0.707107,0.707107,6,11,70,60,1014.1,1011.5,7,26.5,8.55415,5.92871,2.3,-2.6,1
0.259512,0.96574,0.2,7.2,7.9,-0.707107,0.707107,28,-0.707107,0.707107,-0.707107,0.707107,11,11,64,58,1013.2,1009.4,4,26.8,9.02875,7.39319,0.9,-3.8,0
0.24285,0.970064,0,5.4,11.3,0.382683,0.92388,24,-0.382683,-0.92388,0.382683,0.92388,6,11,68,57,1009.6,1004.6,1,26.5,9.43827,6.39887,3.1,-5,0
0.226116,0.9741,6.8,7,9.9,-0.707107,0.707107,35,0.382683,-0.92388,6.12323e-17,1,4,17,71,59,1007.9,1005.8,5,27.1,8.87193,5.72364,2.4,-2.1,1
0.209315,0.977848,0.2,7.6,6.3,-0.707107,0.707107,28,-0.707107,-0.707107,-0.382683,0.92388,6,11,65,56,1012.7,1009.6,4,25.1,9.66758,7.05298,3.7,-3.1,0
0.192452,0.981306,0,5,6.5,-0.382683,0.92388,31,-1,1.22465e-16,-0.382683,0.92388,7,15,61,55,1012.8,1008.8,7,26.4,9.8325,8.13967,0.7,-4,0
0.175531,0.984474,0,6.4,10.5,6.12323e-17,1,28,-1,1.22465e-16,-0.382683,0.92388,7,11,57,52,1013.4,1011,2,24.6,10.7018,9.09449,2.3,-2.4,0
0.158559,0.987349,0.4,7,10.8,6.12323e-17,1,22,-1,1.22465e-16,0.382683,0.92388,4,13,64,48,1017.5,1014.5,2,24.3,12.0322,7.25601,3.5,-3,0
0.14154,0.989932,2.8,7.2,8.3,0.707107,0.707107,26,-0.92388,-0.382683,0.382683,0.92388,6,11,63,59,1021.4,1017.5,3,25.5,8.7094,7.57263,1.5,-3.9,1
0.124479,0.992222,0,4.6,11.1,0.382683,0.92388,22,-0.382683,-0.92388,0.382683,0.92388,2,9,62,49,1020.1,1015.9,1,25.5,11.7349,7.82708,2.6,-4.2,0
0.107381,0.994218,0,6.4,9.6,0.382683,0.92388,24,-0.707107,-0.707107,0.382683,0.92388,4,13,60,50,1017.7,1013.8,5,25.8,11.5011,8.36567,3.3,-3.9,0
0.0730951,0.997325,0.4,2,9.9,0.707107,0.707107,20,-0.382683,-0.92388,0.707107,0.707107,7,9,75,59,1019.4,1016.3,3,24.4,8.72235,4.72738,2.8,-3.1,0
0.055917,0.998435,0.2,4.4,10.8,0.707107,0.707107,20,-0.92388,-0.382683,0.707107,0.707107,6,9,67,53,1019.6,1015.9,1,25.9,10.557,6.60877,3,-3.7,0
0.0387223,0.99925,0,8,8.3,0.382683,-0.92388,24,1,0,0.707107,0.707107,6,7,60,55,1017.4,1013.5,3,26.9,9.9348,8.43454,1.6,-3.9,0
0.0215161,0.999769,26.4,7.2,10.6,6.12323e-17,1,22,-0.707107,-0.707107,6.12323e-17,1,4,7,69,56,1016.8,1013.3,2,25.3,9.68183,6.1071,3.7,-3.5,1
0.00430354,0.999991,0,5.4,10.7,0.382683,0.92388,22,-1.83697e-16,-1,6.12323e-17,1,4,13,58,58,1019.6,1016.4,4,25.4,8.98867,8.87556,1.7,-3.2,0
-0.0129103,0.999917,0,5,10.1,0.382683,0.92388,22,-0.382683,-0.92388,0.707107,0.707107,6,7,69,51,1019.9,1016,1,25.3,11.2274,6.1071,4.3,-3.9,0
-0.0301203,0.999546,0,5,10.8,6.12323e-17,1,26,-1.83697e-16,-1,-0.382683,0.92388,6,11,68,52,1020.1,1017.9,2,25.3,10.829,6.34158,3.2,-2.2,0
-0.0473214,0.99888,0,7.2,8.6,-0.707107,0.707107,37,-0.92388,0.382683,-0.382683,0.92388,11,17,60,38,1020,1016.4,4,26.4,15.7394,8.4032,2.3,-3.6,0
-0.0645084,0.997917,0,8,10.7,6.12323e-17,1,33,-0.92388,-0.382683,-0.382683,0.92388,6,15,56,42,1019.7,1016.8,2,25.9,14.0945,9.46205,1.8,-2.9,0
-0.0816764,0.996659,0,7,10.8,0.382683,0.92388,20,-0.92388,-0.382683,0.382683,0.92388,6,11,59,50,1021.1,1017.5,1,24.8,11.4169,8.56757,3.3,-3.6,0
-0.0988201,0.995105,0,4.4,10.2,0.707107,0.707107,22,-0.707107,-0.707107,0.382683,0.92388,4,9,68,48,1020.5,1017,3,24.8,12.1298,6.31778,4.1,-3.5,0
-0.115935,0.993257,0,7.2,7.1,0.382683,0.92388,17,1,0,0.382683,0.92388,2,7,65,54,1021.5,1018.8,6,26.7,10.2355,7.13796,1.9,-2.7,0
-0.133015,0.991114,0,4.6,9.5,6.12323e-17,1,20,0.707107,-0.707107,0.382683,0.92388,2,9,72,53,1021.7,1018.9,1,25.9,10.5183,5.44558,2.5,-2.8,0
-0.150055,0.988678,0,5,9.8,0.382683,0.92388,22,0.382683,-0.92388,0.92388,0.382683,6,9,61,58,1021.1,1017.1,1,26.2,9.09575,8.12754,2.5,-4,0
-0.167052,0.985948,0,5,0.7,-1.83697e-16,-1,19,0.382683,-0.92388,-1,1.22465e-16,2,4,69,44,1017.9,1014.6,7,25.8,13.5048,6.13007,3.2,-3.3,0
-0.183998,0.982927,0,3.2,2.5,6.12323e-17,1,24,-0.382683,0.92388,-0.707107,0.707107,13,6,72,57,1019.4,1016.8,6,25,9.20383,5.40884,1.2,-2.6,0
-0.200891,0.979614,0,4.8,10,-0.92388,0.382683,35,-0.92388,0.382683,-0.382683,0.92388,7,17,59,46,1022.4,1020.7,1,25.4,12.6312,8.60614,1.7,-1.7,0
-0.217723,0.976011,1.4,7.2,5.1,-0.382683,0.92388,41,-0.92388,0.382683,-0.382683,0.92388,11,17,76,51,1025.4,1023.4,6,22.3,10.8764,4.44205,3,-2,1
-0.234491,0.972118,0.6,6.4,6.1,-0.382683,0.92388,28,-0.92388,-0.382683,-1.83697e-16,-1,7,4,55,68,1024.7,1021.3,7,22.8,6.23246,9.5215,0.2,-3.4,0
-0.25119,0.967938,0.4,4.2,6.3,-0.382683,0.92388,19,-0.707107,-0.707107,6.12323e-17,1,6,11,59,56,1020.7,1017.1,7,22.7,9.39168,8.43324,2.2,-3.6,0
-0.267814,0.963471,0,3.8,7.4,0.382683,0.92388,24,-0.382683,-0.92388,6.12323e-17,1,6,11,69,52,1019.4,1015.5,5,22,10.6701,5.95654,4.5,-3.9,0
-0.284359,0.958718,0,3,10.4,6.12323e-17,1,22,-0.92388,-0.382683,6.12323e-17,1,6,9,59,55,1018.7,1015.3,3,24.3,9.70897,8.53549,1.1,-3.4,0
-0.30082,0.953681,0,6.4,9.1,6.12323e-17,1,20,-0.707107,-0.707107,0.382683,0.92388,6,7,61,56,1020.3,1017.5,7,23.6,9.46911,7.9706,2.4,-2.8,0
-0.317191,0.948362,0,4,9.8,6.12323e-17,1,24,-0.382683,-0.92388,6.12323e-17,1,7,11,64,57,1022,1019.2,2,23.3,9.23813,7.20149,3.4,-2.8,0
-0.333469,0.942761,0,5.2,6.5,-0.707107,0.707107,20,-0.382683,-0.92388,-0.92388,0.382683,6,7,66,81,1022.1,1018.6,7,23.7,3.4348,6.73807,-1,-3.5,0
-0.349647,0.936881,4,3.4,10.2,0.382683,0.92388,19,-0.92388,-0.382683,0.382683,0.92388,6,9,69,55,1019.9,1015.3,1,23.9,9.91283,6.043,4.3,-4.6,1
-0.365723,0.930724,0,5.2,9.4,-0.382683,0.92388,22,-0.382683,-0.92388,6.12323e-17,1,6,11,66,51,1018,1015.2,3,24.1,11.0227,6.75844,3,-2.8,0
-0.381689,0.924291,0,6.2,9.7,-0.92388,0.382683,41,-0.92388,-0.382683,-0.707107,0.707107,7,7,45,42,1021,1019.9,2,23.9,13.9193,12.6671,2.1,-1.1,0
-0.397543,0.917584,0,9,8.1,-0.92388,0.382683,48,-0.92388,-0.382683,-0.707107,0.707107,9,17,55,53,1024.4,1022.6,7,23.1,10.1799,9.54304,0.9,-1.8,0
-0.413279,0.910605,1.8,5.4,7.5,-0.382683,0.92388,44,-1,1.22465e-16,-0.382683,0.92388,4,13,65,54,1024.7,1022.7,4,23,9.98074,6.9422,2.2,-2,1
-0.428892,0.903356,0,5.4,5.3,-0.382683,0.92388,31,-0.707107,0.707107,-0.382683,0.92388,9,9,57,64,1024.2,1021.3,7,24.2,7.25601,9.06725,0.1,-2.9,0
-0.444378,0.895839,1.4,4,6.6,0.382683,0.92388,26,-1.83697e-16,-1,6.12323e-17,1,7,6,76,70,1024,1021.6,7,22.6,5.81388,4.45222,1.3,-2.4,1
-0.459733,0.888057,0.6,4.4,0.7,6.12323e-17,1,20,-0.92388,-0.382683,6.12323e-17,1,2,9,85,74,1024.5,1020.3,7,19.5,4.92513,2.59253,4.4,-4.2,0
-0.474951,0.880012,2.6,0,5.9,0.382683,0.92388,19,-1.83697e-16,-1,0.382683,0.92388,6,11,79,61,1022,1018,4,23.5,8.20047,3.85976,3.9,-4,1
-0.490029,0.871706,1.4,3.8,0.8,6.12323e-17,1,15,-0.92388,0.382683,-1.83697e-16,-1,4,4,92,88,1019.6,1015.6,7,22.4,2.09618,1.36691,0.4,-4,1
-0.504961,0.863142,15,1.2,3.6,6.12323e-17,1,17,-0.382683,-0.92388,6.12323e-17,1,4,9,88,69,1017.1,1013.2,7,22.1,6.13467,2.08498,3.8,-3.9,1
-0.519744,0.854322,10.6,3.4,8,0.707107,-0.707107,19,-0.707107,-0.707107,-1.83697e-16,-1,4,7,79,47,1014.5,1010.2,3,23.6,12.498,3.86269,5.7,-4.3,1
-0.534373,0.845249,0,2.8,9.1,-0.382683,0.92388,26,-0.382683,-0.92388,0.382683,0.92388,6,11,58,46,1017,1014.4,1,22.7,12.5383,8.69734,3.4,-2.6,0
-0.548843,0.835925,0,5.2,10.1,0.382683,0.92388,24,-0.382683,-0.92388,6.12323e-17,1,6,9,69,51,1021,1017.5,1,20.9,10.9575,5.90676,5.4,-3.5,0
-0.563151,0.826354,0,4,9.8,0.707107,0.707107,19,-0.92388,-0.382683,0.382683,0.92388,6,7,74,56,1020.1,1016.9,4,21.6,9.48322,4.83971,4.6,-3.2,0
-0.577292,0.816538,0,4.6,8.8,-0.382683,0.92388,24,-0.92388,-0.382683,6.12323e-17,1,6,11,74,48,1020.5,1017.5,2,21.9,11.7941,4.85081,3.2,-3,0
-0.591261,0.80648,0,4,10.2,0.382683,0.92388,20,-0.707107,-0.707107,0.382683,0.92388,4,9,67,59,1019.9,1015.9,4,21.9,8.64479,6.41216,4.1,-4,0
-0.605056,0.796183,0.6,3.2,9.1,1,0,24,-0.707107,-0.707107,0.707107,0.707107,4,11,85,66,1016.3,1012.3,7,20.9,6.84535,2.62069,4.9,-4,0
-0.618671,0.78565,0,4.6,2.7,-1.83697e-16,-1,30,0.92388,0.382683,-1.83697e-16,-1,2,11,73,55,1012,1010,6,24.3,9.79609,5.15889,2.3,-2,0
-0.632103,0.774884,0,6.2,3.2,-0.382683,-0.92388,19,-0.382683,-0.92388,-0.707107,0.707107,7,6,57,27,1017.1,1015.8,5,19.8,20.2058,8.77024,4.5,-1.3,0
-0.645348,0.763889,0,4,10.5,0.382683,-0.92388,28,-0.382683,-0.92388,-1.83697e-16,-1,9,15,36,24,1019.2,1016.8,0,19.7,22.0801,15.4964,5.9,-2.4,0
-0.658402,0.752667,0,7.4,10,-0.92388,-0.382683,17,-0.707107,-0.707107,0.382683,0.92388,6,9,48,45,1022.8,1020.3,1,20.3,12.8092,11.3765,5.1,-2.5,0
-0.67126,0.741222,0,4,9.6,0.382683,0.92388,19,-0.707107,-0.707107,0.707107,0.707107,6,6,71,47,1023.9,1020.8,1,20,12.18,5.42397,5.8,-3.1,0
-0.683919,0.729558,0,2.6,10.1,0.382683,0.92388,19,-0.92388,-0.382683,0.707107,0.707107,6,7,75,39,1022,1017.5,1,19.7,15.0184,4.56083,6.1,-4.5,0
-0.696376,0.717677,0,3,9.9,0.707107,0.707107,17,-1.83697e-16,-1,0.707107,0.707107,6,9,65,39,1021,1018.4,1,18.7,15.0295,6.71803,7.2,-2.6,0
-0.708627,0.705584,0,4.6,9.9,0.707107,0.707107,17,-0.707107,-0.707107,0.707107,0.707107,4,7,70,51,1021.2,1017,5,20.5,10.9657,5.66537,5.9,-4.2,0
-0.720667,0.693281,0,3.2,9.8,0.382683,0.92388,19,-0.92388,-0.382683,0.707107,0.707107,2,11,71,50,1019,1015.4,3,20.9,11.2493,5.46152,5.2,-3.6,0
-0.732494,0.680773,0,2.4,7.1,-0.92388,-0.382683,19,-0.707107,-0.707107,-0.92388,-0.382683,2,4,76,48,1018.1,1013.9,7,19.8,11.882,4.35775,6.3,-4.2,0
-0.744104,0.668064,0,4,10,-1.83697e-16,-1,19,-0.92388,-0.382683,0.707107,0.707107,6,9,41,29,1019.8,1017.1,1,21.3,19.5522,13.7936,5.6,-2.7,0
-0.755493,0.655156,0,4.8,8.6,6.12323e-17,1,26,-0.92388,-0.382683,-0.707107,0.707107,6,11,59,57,1025.7,1022.1,7,21.3,9.08086,8.34426,3.1,-3.6,0
-0.766659,0.642055,0,3.8,6.7,0.382683,0.92388,19,-1,1.22465e-16,0.92388,0.382683,4,7,67,52,1024.6,1021.3,1,21.1,10.5675,6.37318,4.1,-3.3,0
-0.777597,0.628763,0,3.2,8.8,0.707107,0.707107,19,-0.92388,-0.382683,0.92388,0.382683,2,6,72,47,1020.9,1015,2,20.4,12.3158,5.22296,6.9,-5.9,0
-0.788305,0.615285,0,4,9.7,0.707107,0.707107,19,-1,1.22465e-16,0.92388,0.382683,6,7,54,34,1018,1015,1,22.4,17.0024,9.77323,2.9,-3,0
-0.798779,0.601624,0,5.4,10,0.707107,0.707107,17,-0.92388,-0.382683,0.382683,0.92388,4,7,38,22,1018.3,1015.4,2,17.9,23.1383,14.5239,6.7,-2.9,0
-0.819015,0.573772,0,3.6,8.5,-1.83697e-16,-1,46,0.382683,-0.92388,-1.83697e-16,-1,17,20,62,38,1008.6,1006.2,1,22.1,15.3178,7.6291,2.9,-2.4,0
-0.83828,0.54524,0,17,9.5,-1.83697e-16,-1,22,-1.83697e-16,-1,-0.707107,-0.707107,9,2,43,24,1019,1016.2,3,16.7,21.6642,12.6444,6.3,-2.8,0
